minimal_cluster,minimal_cluster_sessions,purchase_minimal_sessions,purchase_minimal_sessions_pct,purchase_events_in_purchase_minimal_sessions,max_purchases_in_one_minimal_session,players_with_purchase_minimal_sessions,median_duration_minutes,p95_duration_minutes,no_job_task_event_rate_pct,missing_mode_rate_pct
4,7522,54,0.7178941770805637,1662,317,54,2.4749999999999996,44.4249999999999,90.74074074074075,90.74074074074075
