cluster,sessions,pct_subset_sessions,players,pct_subset_players,duration_minutes_median,duration_minutes_p95,no_event_rate_pct,missing_mode_rate_pct,first_session_rate_pct,has_next_session_return_rate_pct,median_trajectory_position_pct,trajectory_first_pct,trajectory_early_pct,trajectory_middle_pct,trajectory_late_pct,trajectory_last_pct,median_minimal_sessions_per_player,max_minimal_sessions_per_player,sensitivity,subset_sessions,subset_players,removed_window_sessions,removed_window_cluster4_sessions
4,5314,5.509019282604188,3147,31.53306613226453,0.5833333333333334,7.294999999999981,98.28754234098608,98.73917952578095,11.027474595408355,67.59503199096726,75.73027718550107,11.027474595408355,8.449378998870907,13.455024463680843,16.917576213774936,50.15054572826496,1.0,33,original_labels_excluding_2023_01_31_to_2023_02_07,96460,9980,9358,2208
