session_id,label
p10007_s0014,2
p10007_s0015,2
p10008_s0001,0
p10008_s0002,1
p10008_s0003,1
p10008_s0004,2
p10009_s0001,0
p10009_s0002,0
p10009_s0003,1
p10009_s0004,2
p10009_s0005,1
p10009_s0006,1
p10009_s0007,1
p10009_s0008,2
p10009_s0009,3
p10009_s0010,2
p1001_s0001,1
p1001_s0002,1
p1001_s0003,1
p1001_s0004,1
p1001_s0005,1
p1001_s0006,1
p1001_s0007,0
p1001_s0008,1
p1001_s0009,3
p1001_s0010,2
p1001_s0011,1
p1001_s0012,3
p1001_s0013,0
p1001_s0014,0
p1001_s0015,1
p1001_s0016,1
p1001_s0017,1
p1001_s0018,1
p1001_s0019,0
p1001_s0020,1
p1001_s0021,0
p1001_s0022,0
p1001_s0023,3
p1001_s0024,1
p1001_s0025,0
p1001_s0026,2
p10010_s0001,3
p10010_s0002,0
p10011_s0001,1
p10011_s0002,3
p10011_s0003,0
p10011_s0004,1
p10011_s0005,3
p10011_s0006,1
p10011_s0007,1
p10011_s0008,0
p10011_s0009,3
p10011_s0010,1
p10012_s0001,3
p10012_s0002,3
p10012_s0003,0
p10013_s0001,1
p10013_s0002,2
p10013_s0003,0
p10013_s0004,1
p10013_s0005,3
p10013_s0006,1
p10013_s0007,1
p10013_s0008,0
p10013_s0009,1
p10014_s0001,0
p10014_s0002,3
p10014_s0003,3
p10014_s0004,3
p10014_s0005,0
p10014_s0006,3
p10014_s0007,3
p10014_s0008,0
p10014_s0009,3
p10014_s0010,3
p10014_s0011,3
p10014_s0012,0
p10015_s0001,1
p10015_s0002,1
p10015_s0003,3
p10015_s0004,1
p10015_s0005,1
p10015_s0006,1
p10015_s0007,1
p10015_s0008,0
p10015_s0009,3
p10016_s0001,0
p10016_s0002,1
p10016_s0003,0
p10016_s0004,0
p10016_s0005,2
p10016_s0006,1
p10016_s0007,0
p10016_s0008,0
p10016_s0009,3
p10016_s0010,1
p10016_s0011,3
p10017_s0001,2
p10018_s0001,0
p10018_s0002,0
p10018_s0003,1
p10018_s0004,0
p10018_s0005,1
p10018_s0006,0
p10018_s0007,3
p10018_s0008,1
p10018_s0009,2
p10018_s0010,3
p10018_s0011,1
p10018_s0012,0
p10018_s0013,3
p10019_s0001,1
p10019_s0002,0
p10019_s0003,3
p10019_s0004,3
p10019_s0005,3
p10019_s0006,0
p10019_s0007,0
p10019_s0008,2
p10019_s0009,2
p10019_s0010,2
p10019_s0011,3
p10019_s0012,2
p1002_s0001,0
p10020_s0001,0
p10020_s0002,1
p10020_s0003,1
p10020_s0004,1
p10020_s0005,1
p10020_s0006,0
p10020_s0007,3
p10020_s0008,1
p10020_s0009,3
p10020_s0010,1
p10020_s0011,3
p10020_s0012,1
p10020_s0013,0
p10020_s0014,1
p10020_s0015,1
p10020_s0016,3
p10020_s0017,3
p10020_s0018,1
p10020_s0019,1
p10020_s0020,0
p10020_s0021,1
p10020_s0022,1
p10020_s0023,3
p10020_s0024,0
p10020_s0025,1
p10020_s0026,0
p10020_s0027,3
p10020_s0028,0
p10020_s0029,1
p10020_s0030,1
p10020_s0031,3
p10020_s0032,3
p10020_s0033,3
p10020_s0034,1
p10021_s0001,1
p10021_s0002,1
p10021_s0003,1
p10021_s0004,0
p10021_s0005,1
p10021_s0006,0
p10021_s0007,0
p10021_s0008,0
p10021_s0009,0
p10021_s0010,0
p10021_s0011,1
p10021_s0012,1
p10021_s0013,0
p10021_s0014,3
p10021_s0015,1
p10021_s0016,0
p10021_s0017,0
p10021_s0018,3
p10021_s0019,1
p10021_s0020,3
p10021_s0021,0
p10021_s0022,3
p10021_s0023,3
p10021_s0024,0
p10021_s0025,0
p10021_s0026,3
p10021_s0027,0
p10021_s0028,0
p10021_s0029,0
p10021_s0030,0
p10021_s0031,3
p10021_s0032,3
p10021_s0033,0
p10021_s0034,3
p10021_s0035,3
p10021_s0036,0
p10021_s0037,0
p10021_s0038,0
p10021_s0039,3
p10021_s0040,3
p10021_s0041,0
p10021_s0042,0
p10021_s0043,2
p10021_s0044,2
p10021_s0045,2
p10022_s0001,0
p10023_s0001,1
p10023_s0002,0
p10023_s0003,1
p10023_s0004,1
p10023_s0005,0
p10023_s0006,1
p10023_s0007,3
p10023_s0008,1
p10023_s0009,0
p10024_s0001,1
p10024_s0002,0
p10024_s0003,3
p10024_s0004,1
p10024_s0005,1
p10024_s0006,1
p10024_s0007,3
p10025_s0001,3
p10026_s0001,3
p10027_s0001,0
p10027_s0002,0
p10028_s0001,3
p10029_s0001,1
p10029_s0002,1
p1003_s0001,1
p10030_s0001,1
p10031_s0001,0
p10032_s0001,0
p10032_s0002,1
p10032_s0003,0
p10032_s0004,4
p10032_s0005,3
p10032_s0006,3
p10032_s0007,3
p10032_s0008,3
p10032_s0009,3
p10032_s0010,1
p10032_s0011,0
p10032_s0012,2
p10032_s0013,0
p10032_s0014,3
p10032_s0015,3
p10032_s0016,3
p10032_s0017,0
p10032_s0018,3
p10032_s0019,3
p10032_s0020,3
p10032_s0021,1
p10032_s0022,0
p10032_s0023,3
p10032_s0024,3
p10032_s0025,3
p10032_s0026,1
p10032_s0027,0
p10032_s0028,0
p10032_s0029,3
p10032_s0030,0
p10032_s0031,1
p10032_s0032,3
p10032_s0033,0
p10032_s0034,3
p10032_s0035,0
p10032_s0036,0
p10032_s0037,3
p10032_s0038,3
p10032_s0039,3
p10032_s0040,3
p10032_s0041,3
p10032_s0042,3
p10032_s0043,1
p10032_s0044,1
p10032_s0045,3
p10032_s0046,3
p10032_s0047,3
p10032_s0048,3
p10032_s0049,0
p10032_s0050,3
p10032_s0051,3
p10032_s0052,3
p10032_s0053,3
p10032_s0054,0
p10032_s0055,2
p10032_s0056,3
p10032_s0057,0
p10032_s0058,3
p10032_s0059,3
p10032_s0060,3
p10032_s0061,0
p10032_s0062,1
p10032_s0063,1
p10032_s0064,0
p10032_s0065,3
p10032_s0066,0
p10032_s0067,3
p10032_s0068,3
p10032_s0069,3
p10032_s0070,3
p10032_s0071,0
p10032_s0072,3
p10032_s0073,0
p10032_s0074,3
p10032_s0075,3
p10032_s0076,0
p10032_s0077,0
p10032_s0078,1
p10032_s0079,0
p10032_s0080,0
p10032_s0081,3
p10032_s0082,3
p10032_s0083,3
p10032_s0084,1
p10032_s0085,0
p10032_s0086,3
p10032_s0087,3
p10032_s0088,3
p10032_s0089,0
p10032_s0090,3
p10032_s0091,3
p10032_s0092,3
p10032_s0093,3
p10032_s0094,0
p10032_s0095,3
p10032_s0096,3
p10032_s0097,1
p10032_s0098,3
p10032_s0099,3
p10032_s0100,1
p10032_s0101,3
p10032_s0102,3
p10032_s0103,3
p10032_s0104,3
p10032_s0105,0
p10032_s0106,3
p10032_s0107,0
p10032_s0108,2
p10032_s0109,1
p10032_s0110,0
p10032_s0111,3
p10032_s0112,1
p10032_s0113,1
p10032_s0114,3
p10032_s0115,1
p10032_s0116,3
p10032_s0117,3
p10032_s0118,3
p10032_s0119,0
p10032_s0120,3
p10032_s0121,3
p10032_s0122,0
p10032_s0123,3
p10032_s0124,3
p10032_s0125,3
p10032_s0126,3
p10032_s0127,3
p10032_s0128,0
p10032_s0129,3
p10032_s0130,3
p10032_s0131,2
p10032_s0132,2
p10033_s0001,0
p10033_s0002,1
p10034_s0001,0
p10035_s0001,0
p10035_s0002,0
p10035_s0003,1
p10035_s0004,1
p10035_s0005,2
p10036_s0001,1
p10036_s0002,3
p10036_s0003,1
p10036_s0004,1
p10036_s0005,1
p10037_s0001,0
p10037_s0002,3
p10037_s0003,1
p10037_s0004,2
p10037_s0005,2
p10038_s0001,3
p10038_s0002,0
p10038_s0003,2
p10038_s0004,1
p10038_s0005,1
p10038_s0006,1
p10038_s0007,1
p10038_s0008,0
p10038_s0009,1
p10038_s0010,1
p10038_s0011,1
p10038_s0012,0
p10038_s0013,1
p10038_s0014,0
p10038_s0015,3
p10038_s0016,0
p10038_s0017,3
p10038_s0018,3
p10038_s0019,0
p10038_s0020,1
p10038_s0021,3
p10038_s0022,1
p10038_s0023,3
p10038_s0024,0
p10038_s0025,1
p10038_s0026,3
p10038_s0027,3
p10038_s0028,3
p10038_s0029,0
p10038_s0030,1
p10038_s0031,3
p10038_s0032,0
p10038_s0033,3
p10038_s0034,0
p10038_s0035,0
p10039_s0001,0
p10039_s0002,0
p1004_s0001,0
p1004_s0002,3
p1004_s0003,2
p10040_s0001,0
p10040_s0002,3
p10040_s0003,1
p10040_s0004,1
p10040_s0005,0
p10040_s0006,1
p10040_s0007,1
p10040_s0008,0
p10040_s0009,3
p10040_s0010,0
p10040_s0011,1
p10040_s0012,1
p10040_s0013,0
p10040_s0014,1
p10040_s0015,0
p10041_s0001,0
p10041_s0002,3
p10042_s0001,1
p10042_s0002,1
p10042_s0003,2
p10042_s0004,3
p10042_s0005,0
p10042_s0006,1
p10042_s0007,1
p10042_s0008,0
p10042_s0009,0
p10042_s0010,0
p10043_s0001,0
p10043_s0002,0
p10043_s0003,0
p10044_s0001,1
p10044_s0002,1
p10045_s0001,1
p10045_s0002,3
p10045_s0003,1
p10045_s0004,1
p10045_s0005,0
p10045_s0006,0
p10045_s0007,1
p10045_s0008,3
p10045_s0009,1
p10045_s0010,0
p10045_s0011,1
p10045_s0012,1
p10045_s0013,3
p10045_s0014,1
p10045_s0015,3
p10045_s0016,3
p10045_s0017,3
p10045_s0018,0
p10045_s0019,3
p10045_s0020,3
p10045_s0021,3
p10045_s0022,3
p10045_s0023,0
p10045_s0024,3
p10045_s0025,0
p10045_s0026,0
p10045_s0027,1
p10045_s0028,3
p10045_s0029,3
p10045_s0030,3
p10045_s0031,3
p10045_s0032,3
p10045_s0033,2
p10045_s0034,2
p10045_s0035,0
p10045_s0036,2
p10046_s0001,1
p10046_s0002,1
p10046_s0003,3
p10046_s0004,1
p10046_s0005,3
p10046_s0006,1
p10046_s0007,1
p10047_s0001,3
p10048_s0001,1
p10048_s0002,1
p10048_s0003,3
p10049_s0001,1
p10049_s0002,1
p1005_s0001,2
p10050_s0001,2
p10051_s0001,1
p10051_s0002,3
p10051_s0003,1
p10051_s0004,0
p10051_s0005,0
p10051_s0006,1
p10051_s0007,0
p10051_s0008,3
p10051_s0009,0
p10051_s0010,3
p10051_s0011,1
p10051_s0012,3
p10052_s0001,1
p10052_s0002,1
p10053_s0001,0
p10053_s0002,3
p10053_s0003,0
p10053_s0004,3
p10053_s0005,1
p10053_s0006,1
p10053_s0007,3
p10053_s0008,1
p10053_s0009,3
p10053_s0010,0
p10053_s0011,1
p10053_s0012,3
p10053_s0013,1
p10053_s0014,1
p10053_s0015,0
p10054_s0001,0
p10054_s0002,2
p10054_s0003,2
p10055_s0001,0
p10056_s0001,0
p10057_s0001,0
p10057_s0002,2
p10057_s0003,3
p10057_s0004,0
p10057_s0005,0
p10057_s0006,1
p10057_s0007,0
p10057_s0008,1
p10057_s0009,3
p10057_s0010,0
p10057_s0011,0
p10057_s0012,3
p10057_s0013,0
p10057_s0014,1
p10057_s0015,1
p10057_s0016,0
p10057_s0017,3
p10057_s0018,0
p10057_s0019,3
p10057_s0020,0
p10058_s0001,0
p10058_s0002,1
p10059_s0001,0
p10059_s0002,0
p10059_s0003,0
p10059_s0004,3
p10059_s0005,3
p10059_s0006,3
p10059_s0007,1
p10059_s0008,3
p10059_s0009,3
p10059_s0010,1
p10059_s0011,1
p10059_s0012,3
p10059_s0013,3
p10059_s0014,2
p10059_s0015,3
p10059_s0016,0
p10059_s0017,2
p10059_s0018,2
p10059_s0019,3
p10059_s0020,3
p10059_s0021,2
p10059_s0022,3
p10059_s0023,2
p10059_s0024,2
p1006_s0001,1
p1006_s0002,1
p10060_s0001,4
p10060_s0002,1
p10060_s0003,1
p10060_s0004,1
p10060_s0005,1
p10060_s0006,1
p10060_s0007,1
p10060_s0008,4
p10060_s0009,3
p10060_s0010,2
p10061_s0001,0
p10061_s0002,0
p10061_s0003,3
p10062_s0001,1
p10062_s0002,0
p10063_s0001,1
p10063_s0002,2
p10064_s0001,3
p10064_s0002,3
p10064_s0003,1
p10064_s0004,0
p10064_s0005,1
p10064_s0006,1
p10064_s0007,2
p10065_s0001,0
p10066_s0001,0
p10066_s0002,0
p10066_s0003,2
p10066_s0004,1
p10066_s0005,3
p10066_s0006,3
p10066_s0007,2
p10067_s0001,0
p10067_s0002,3
p10067_s0003,3
p10067_s0004,3
p10067_s0005,0
p10067_s0006,3
p10067_s0007,0
p10067_s0008,3
p10067_s0009,3
p10067_s0010,0
p10067_s0011,0
p10067_s0012,3
p10067_s0013,3
p10067_s0014,0
p10067_s0015,3
p10067_s0016,3
p10067_s0017,3
p10067_s0018,3
p10067_s0019,3
p10067_s0020,3
p10067_s0021,3
p10067_s0022,3
p10067_s0023,1
p10067_s0024,3
p10067_s0025,3
p10067_s0026,3
p10067_s0027,0
p10067_s0028,3
p10067_s0029,0
p10067_s0030,1
p10067_s0031,2
p10067_s0032,3
p10067_s0033,3
p10067_s0034,0
p10067_s0035,3
p10067_s0036,0
p10067_s0037,3
p10067_s0038,3
p10067_s0039,3
p10067_s0040,1
p10067_s0041,3
p10067_s0042,3
p10067_s0043,3
p10067_s0044,3
p10067_s0045,0
p10067_s0046,3
p10067_s0047,3
p10067_s0048,3
p10067_s0049,3
p10067_s0050,3
p10067_s0051,3
p10067_s0052,0
p10067_s0053,3
p10067_s0054,3
p10067_s0055,3
p10068_s0001,0
p10069_s0001,0
p10069_s0002,1
p10069_s0003,1
p10069_s0004,0
p10069_s0005,3
p10069_s0006,1
p1007_s0001,0
p1007_s0002,3
p1007_s0003,0
p1007_s0004,0
p1007_s0005,3
p1007_s0006,1
p1007_s0007,3
p1007_s0008,3
p1007_s0009,3
p1007_s0010,3
p1007_s0011,0
p1007_s0012,3
p1007_s0013,3
p1007_s0014,3
p1007_s0015,3
p1007_s0016,3
p1007_s0017,0
p1007_s0018,0
p1007_s0019,1
p1007_s0020,0
p1007_s0021,3
p1007_s0022,0
p1007_s0023,3
p1007_s0024,0
p1007_s0025,0
p1007_s0026,1
p1007_s0027,0
p1007_s0028,3
p1007_s0029,0
p1007_s0030,1
p10070_s0001,0
p10070_s0002,0
p10070_s0003,2
p10070_s0004,3
p10070_s0005,0
p10070_s0006,1
p10070_s0007,1
p10070_s0008,0
p10070_s0009,3
p10070_s0010,3
p10070_s0011,1
p10070_s0012,2
p10071_s0001,0
p10071_s0002,1
p10071_s0003,1
p10071_s0004,0
p10071_s0005,0
p10071_s0006,0
p10071_s0007,0
p10071_s0008,0
p10071_s0009,3
p10071_s0010,1
p10071_s0011,3
p10071_s0012,3
p10071_s0013,1
p10071_s0014,1
p10071_s0015,0
p10071_s0016,1
p10071_s0017,0
p10071_s0018,3
p10071_s0019,3
p10071_s0020,1
p10071_s0021,0
p10071_s0022,3
p10071_s0023,0
p10071_s0024,3
p10071_s0025,3
p10071_s0026,3
p10071_s0027,3
p10071_s0028,0
p10071_s0029,3
p10071_s0030,0
p10071_s0031,3
p10071_s0032,1
p10071_s0033,0
p10071_s0034,3
p10071_s0035,3
p10071_s0036,0
p10071_s0037,3
p10071_s0038,2
p10071_s0039,3
p10071_s0040,3
p10071_s0041,3
p10071_s0042,3
p10071_s0043,3
p10071_s0044,3
p10071_s0045,0
p10071_s0046,3
p10071_s0047,2
p10071_s0048,0
p10071_s0049,2
p10071_s0050,2
p10071_s0051,0
p10071_s0052,3
p10071_s0053,0
p10071_s0054,0
p10071_s0055,3
p10071_s0056,0
p10071_s0057,0
p10071_s0058,3
p10071_s0059,0
p10071_s0060,0
p10071_s0061,3
p10071_s0062,0
p10071_s0063,0
p10071_s0064,0
p10071_s0065,0
p10071_s0066,3
p10071_s0067,0
p10071_s0068,0
p10071_s0069,0
p10071_s0070,2
p10072_s0001,1
p10072_s0002,3
p10072_s0003,1
p10073_s0001,4
p10073_s0002,1
p10073_s0003,3
p10073_s0004,1
p10073_s0005,1
p10073_s0006,1
p10073_s0007,1
p10073_s0008,3
p10073_s0009,0
p10073_s0010,3
p10073_s0011,0
p10073_s0012,0
p10073_s0013,1
p10073_s0014,1
p10073_s0015,1
p10073_s0016,0
p10073_s0017,3
p10073_s0018,2
p10074_s0001,1
p10074_s0002,1
p10074_s0003,1
p10074_s0004,0
p10074_s0005,1
p10074_s0006,1
p10075_s0001,0
p10075_s0002,2
p10076_s0001,0
p10076_s0002,3
p10076_s0003,3
p10076_s0004,3
p10076_s0005,0
p10076_s0006,1
p10076_s0007,0
p10076_s0008,3
p10076_s0009,0
p10076_s0010,1
p10076_s0011,0
p10076_s0012,1
p10076_s0013,0
p10076_s0014,0
p10076_s0015,3
p10076_s0016,3
p10077_s0001,0
p10077_s0002,0
p10078_s0001,1
p10078_s0002,3
p10078_s0003,0
p10078_s0004,3
p10078_s0005,0
p10078_s0006,1
p10078_s0007,3
p10078_s0008,3
p10078_s0009,3
p10078_s0010,3
p10078_s0011,2
p10078_s0012,1
p10078_s0013,3
p10078_s0014,3
p10078_s0015,3
p10078_s0016,3
p10078_s0017,3
p10078_s0018,2
p10078_s0019,0
p10078_s0020,1
p10078_s0021,0
p10078_s0022,0
p10078_s0023,3
p10079_s0001,1
p10079_s0002,0
p10079_s0003,0
p10079_s0004,3
p10079_s0005,1
p10079_s0006,3
p10079_s0007,1
p10079_s0008,1
p1008_s0001,1
p1008_s0002,3
p1008_s0003,2
p1008_s0004,1
p1008_s0005,0
p1008_s0006,1
p1008_s0007,1
p1008_s0008,0
p1008_s0009,1
p1008_s0010,0
p1008_s0011,3
p1008_s0012,0
p1008_s0013,0
p1008_s0014,3
p1008_s0015,2
p1008_s0016,0
p1008_s0017,3
p1008_s0018,0
p1008_s0019,3
p1008_s0020,0
p1008_s0021,0
p1008_s0022,0
p1008_s0023,3
p1008_s0024,3
p1008_s0025,3
p1008_s0026,0
p1008_s0027,0
p1008_s0028,2
p1008_s0029,1
p1008_s0030,0
p1008_s0031,3
p1008_s0032,0
p1008_s0033,3
p1008_s0034,3
p1008_s0035,0
p1008_s0036,0
p1008_s0037,3
p1008_s0038,0
p1008_s0039,0
p1008_s0040,2
p1008_s0041,3
p1008_s0042,3
p1008_s0043,0
p10080_s0001,0
p10080_s0002,0
p10080_s0003,0
p10080_s0004,2
p10080_s0005,2
p10080_s0006,3
p10081_s0001,1
p10082_s0001,4
p10083_s0001,0
p10083_s0002,0
p10083_s0003,2
p10083_s0004,1
p10083_s0005,1
p10083_s0006,0
p10083_s0007,3
p10083_s0008,0
p10083_s0009,3
p10083_s0010,3
p10083_s0011,1
p10083_s0012,3
p10083_s0013,1
p10083_s0014,3
p10083_s0015,4
p10083_s0016,0
p10083_s0017,3
p10083_s0018,0
p10084_s0001,0
p10084_s0002,1
p10084_s0003,1
p10084_s0004,2
p10084_s0005,3
p10084_s0006,3
p10084_s0007,1
p10084_s0008,0
p10084_s0009,1
p10085_s0001,0
p10085_s0002,3
p10085_s0003,1
p10085_s0004,0
p10085_s0005,1
p10085_s0006,2
p10085_s0007,3
p10085_s0008,1
p10086_s0001,0
p10086_s0002,3
p10086_s0003,0
p10086_s0004,3
p10087_s0001,0
p10087_s0002,0
p10087_s0003,1
p10088_s0001,1
p10088_s0002,1
p10088_s0003,3
p10088_s0004,0
p10088_s0005,3
p10088_s0006,3
p10088_s0007,0
p10088_s0008,1
p10088_s0009,0
p10088_s0010,1
p10088_s0011,0
p10088_s0012,0
p10088_s0013,2
p10088_s0014,2
p10088_s0015,2
p10089_s0001,2
p1009_s0001,1
p1009_s0002,1
p1009_s0003,1
p1009_s0004,1
p1009_s0005,0
p1009_s0006,3
p1009_s0007,1
p1009_s0008,1
p1009_s0009,0
p1009_s0010,3
p1009_s0011,0
p1009_s0012,3
p1009_s0013,0
p1009_s0014,0
p1009_s0015,0
p1009_s0016,1
p1009_s0017,3
p1009_s0018,1
p1009_s0019,1
p1009_s0020,0
p1009_s0021,3
p1009_s0022,1
p1009_s0023,4
p1009_s0024,0
p1009_s0025,2
p1009_s0026,2
p10090_s0001,1
p10091_s0001,1
p10091_s0002,0
p10091_s0003,1
p10091_s0004,3
p10091_s0005,0
p10091_s0006,1
p10091_s0007,3
p10091_s0008,1
p10091_s0009,1
p10091_s0010,1
p10091_s0011,1
p10091_s0012,0
p10091_s0013,2
p10091_s0014,2
p10092_s0001,1
p10092_s0002,0
p10092_s0003,3
p10093_s0001,0
p10093_s0002,1
p10093_s0003,3
p10093_s0004,0
p10093_s0005,1
p10093_s0006,3
p10093_s0007,3
p10093_s0008,1
p10093_s0009,1
p10093_s0010,3
p10093_s0011,3
p10093_s0012,4
p10093_s0013,1
p10093_s0014,3
p10093_s0015,1
p10093_s0016,1
p10093_s0017,0
p10093_s0018,1
p10093_s0019,1
p10093_s0020,3
p10093_s0021,3
p10093_s0022,1
p10093_s0023,0
p10093_s0024,1
p10093_s0025,0
p10093_s0026,3
p10093_s0027,3
p10093_s0028,3
p10093_s0029,1
p10093_s0030,3
p10093_s0031,0
p10093_s0032,1
p10093_s0033,0
p10093_s0034,0
p10093_s0035,0
p10093_s0036,3
p10093_s0037,0
p10093_s0038,0
p10093_s0039,0
p10093_s0040,3
p10093_s0041,3
p10093_s0042,3
p10093_s0043,0
p10093_s0044,3
p10093_s0045,0
p10093_s0046,0
p10093_s0047,0
p10093_s0048,3
p10093_s0049,3
p10093_s0050,3
p10093_s0051,0
p10093_s0052,0
p10093_s0053,0
p10093_s0054,0
p10093_s0055,0
p10093_s0056,0
p10093_s0057,0
p10093_s0058,0
p10093_s0059,0
p10093_s0060,0
p10093_s0061,3
p10093_s0062,3
p10093_s0063,0
p10093_s0064,0
p10093_s0065,3
p10093_s0066,0
p10093_s0067,0
p10093_s0068,0
p10093_s0069,3
p10093_s0070,0
p10093_s0071,3
p10093_s0072,3
p10093_s0073,2
p10093_s0074,0
p10093_s0075,3
p10093_s0076,0
p10093_s0077,3
p10093_s0078,3
p10093_s0079,4
p10093_s0080,3
p10093_s0081,0
p10093_s0082,2
p10093_s0083,3
p10093_s0084,0
p10093_s0085,0
p10093_s0086,3
p10093_s0087,0
p10093_s0088,3
p10093_s0089,0
p10093_s0090,0
p10093_s0091,3
p10093_s0092,3
p10093_s0093,3
p10093_s0094,0
p10093_s0095,2
p10093_s0096,2
p10093_s0097,2
p10094_s0001,0
p10095_s0001,1
p10096_s0001,0
p10096_s0002,0
p10096_s0003,0
p10096_s0004,2
p10096_s0005,0
p10096_s0006,0
p10096_s0007,1
p10096_s0008,3
p10096_s0009,3
p10096_s0010,0
p10096_s0011,0
p10096_s0012,3
p10096_s0013,0
p10096_s0014,3
p10096_s0015,3
p10096_s0016,1
p10096_s0017,1
p10096_s0018,0
p10096_s0019,0
p10096_s0020,1
p10096_s0021,3
p10096_s0022,3
p10096_s0023,3
p10096_s0024,0
p10096_s0025,3
p10096_s0026,0
p10096_s0027,3
p10096_s0028,0
p10096_s0029,2
p10097_s0001,1
p10097_s0002,1
p10097_s0003,3
p10097_s0004,1
p10097_s0005,1
p10097_s0006,0
p10097_s0007,3
p10097_s0008,2
p10097_s0009,2
p10097_s0010,2
p10098_s0001,1
p10098_s0002,3
p10098_s0003,0
p10098_s0004,3
p10098_s0005,1
p10098_s0006,1
p10099_s0001,0
p10099_s0002,0
p10099_s0003,3
p10099_s0004,1
p10099_s0005,1
p10099_s0006,0
p10099_s0007,3
p10099_s0008,1
p10099_s0009,3
p10099_s0010,0
p10099_s0011,0
p10099_s0012,0
p10099_s0013,3
p101_s0001,0
p101_s0002,1
p101_s0003,0
p101_s0004,0
p101_s0005,0
p101_s0006,1
p101_s0007,0
p101_s0008,1
p101_s0009,3
p1010_s0001,0
p1010_s0002,0
p10100_s0001,0
p10100_s0002,1
p10100_s0003,0
p10100_s0004,1
p10100_s0005,1
p10100_s0006,0
p10100_s0007,0
p10101_s0001,2
p10102_s0001,3
p10102_s0002,1
p10102_s0003,0
p10103_s0001,0
p10103_s0002,1
p10103_s0003,3
p10103_s0004,3
p10103_s0005,0
p10103_s0006,3
p10103_s0007,0
p10103_s0008,3
p10103_s0009,0
p10103_s0010,3
p10103_s0011,3
p10103_s0012,3
p10103_s0013,3
p10103_s0014,0
p10103_s0015,1
p10103_s0016,0
p10103_s0017,1
p10103_s0018,0
p10103_s0019,3
p10103_s0020,0
p10103_s0021,1
p10103_s0022,0
p10103_s0023,3
p10103_s0024,0
p10103_s0025,1
p10103_s0026,3
p10103_s0027,1
p10103_s0028,3
p10103_s0029,3
p10103_s0030,3
p10103_s0031,3
p10103_s0032,1
p10103_s0033,3
p10103_s0034,3
p10103_s0035,0
p10103_s0036,3
p10103_s0037,0
p10103_s0038,3
p10103_s0039,3
p10103_s0040,2
p10104_s0001,1
p10104_s0002,4
p10104_s0003,3
p10104_s0004,3
p10104_s0005,1
p10104_s0006,3
p10104_s0007,3
p10104_s0008,3
p10104_s0009,1
p10104_s0010,3
p10104_s0011,3
p10104_s0012,0
p10104_s0013,0
p10104_s0014,3
p10104_s0015,3
p10104_s0016,1
p10104_s0017,0
p10104_s0018,3
p10104_s0019,3
p10104_s0020,2
p10105_s0001,0
p10105_s0002,2
p10106_s0001,3
p10107_s0001,4
p10107_s0002,1
p10107_s0003,0
p10107_s0004,1
p10107_s0005,1
p10107_s0006,1
p10107_s0007,0
p10107_s0008,1
p10107_s0009,3
p10107_s0010,1
p10107_s0011,0
p10107_s0012,3
p10107_s0013,1
p10107_s0014,1
p10107_s0015,4
p10108_s0001,2
p1011_s0001,1
p10110_s0001,0
p10110_s0002,1
p10110_s0003,1
p10110_s0004,1
p10110_s0005,1
p10110_s0006,0
p10110_s0007,1
p10110_s0008,1
p10110_s0009,1
p10110_s0010,3
p10110_s0011,1
p10110_s0012,1
p10110_s0013,3
p10110_s0014,0
p10110_s0015,1
p10110_s0016,0
