session_id,label
p10072_s0001,1
p10072_s0002,2
p10072_s0003,0
p10073_s0001,1
p10073_s0002,0
p10073_s0003,2
p10073_s0004,0
p10073_s0005,0
p10073_s0006,0
p10073_s0007,0
p10073_s0008,2
p10073_s0009,0
p10073_s0010,2
p10073_s0011,0
p10073_s0012,2
p10073_s0013,0
p10073_s0014,0
p10073_s0015,0
p10073_s0016,0
p10073_s0017,2
p10073_s0018,2
p10074_s0001,1
p10074_s0002,0
p10074_s0003,0
p10074_s0004,0
p10074_s0005,0
p10074_s0006,0
p10075_s0001,1
p10075_s0002,2
p10076_s0001,1
p10076_s0002,2
p10076_s0003,2
p10076_s0004,2
p10076_s0005,0
p10076_s0006,0
p10076_s0007,0
p10076_s0008,2
p10076_s0009,2
p10076_s0010,0
p10076_s0011,0
p10076_s0012,0
p10076_s0013,0
p10076_s0014,0
p10076_s0015,2
p10076_s0016,2
p10077_s0001,1
p10077_s0002,0
p10078_s0001,1
p10078_s0002,2
p10078_s0003,0
p10078_s0004,2
p10078_s0005,0
p10078_s0006,0
p10078_s0007,2
p10078_s0008,2
p10078_s0009,2
p10078_s0010,2
p10078_s0011,2
p10078_s0012,0
p10078_s0013,2
p10078_s0014,2
p10078_s0015,2
p10078_s0016,2
p10078_s0017,2
p10078_s0018,2
p10078_s0019,0
p10078_s0020,2
p10078_s0021,2
p10078_s0022,0
p10078_s0023,2
p10079_s0001,1
p10079_s0002,0
p10079_s0003,0
p10079_s0004,0
p10079_s0005,0
p10079_s0006,2
p10079_s0007,0
p10079_s0008,0
p1008_s0001,1
p1008_s0002,2
p1008_s0003,2
p1008_s0004,0
p1008_s0005,0
p1008_s0006,0
p1008_s0007,0
p1008_s0008,0
p1008_s0009,1
p1008_s0010,0
p1008_s0011,2
p1008_s0012,0
p1008_s0013,0
p1008_s0014,2
p1008_s0015,2
p1008_s0016,0
p1008_s0017,2
p1008_s0018,0
p1008_s0019,2
p1008_s0020,0
p1008_s0021,0
p1008_s0022,0
p1008_s0023,2
p1008_s0024,2
p1008_s0025,2
p1008_s0026,0
p1008_s0027,0
p1008_s0028,2
p1008_s0029,1
p1008_s0030,0
p1008_s0031,2
p1008_s0032,0
p1008_s0033,2
p1008_s0034,2
p1008_s0035,0
p1008_s0036,0
p1008_s0037,2
p1008_s0038,0
p1008_s0039,0
p1008_s0040,2
p1008_s0041,2
p1008_s0042,2
p1008_s0043,0
p10080_s0001,1
p10080_s0002,0
p10080_s0003,0
p10080_s0004,2
p10080_s0005,2
p10080_s0006,2
p10081_s0001,1
p10082_s0001,1
p10083_s0001,1
p10083_s0002,0
p10083_s0003,2
p10083_s0004,0
p10083_s0005,0
p10083_s0006,0
p10083_s0007,2
p10083_s0008,0
p10083_s0009,2
p10083_s0010,2
p10083_s0011,0
p10083_s0012,2
p10083_s0013,0
p10083_s0014,2
p10083_s0015,0
p10083_s0016,0
