next_cluster,sessions,pct
none,2870,38.154746078170696
4.0,2147,28.54294070725871
1.0,1182,15.713905876096781
2.0,1121,14.902951342727999
3.0,185,2.4594522733315607
0.0,17,0.2260037224142515
