cluster,cluster_sessions,cluster_pct_all_sessions,players_with_cluster,pct_all_players_with_cluster,first_session_rate_pct,single_session_player_rate_pct,median_minimal_sessions_per_player_among_owners,max_minimal_sessions_per_player,median_session_index,median_total_sessions_player,median_trajectory_position_pct,has_previous_session_rate_pct,has_next_session_return_rate_pct,median_days_to_next_session,p75_days_to_next_session,any_job_task_item_event_rate_pct,no_job_task_item_event_rate_pct,median_event_count,max_event_count,duration_minutes_median,duration_minutes_p95,top_date,top_date_pct,top_7_dates_pct,date_range_start,date_range_end
4,7522,7.10843145778601,3988,36.81004245892561,9.611805370911991,5.251262961978197,1.0,33,11.0,15.0,86.36363636363636,90.388194629088,61.845253921829304,0.5118460648148149,7.194864004629629,1.6219090667375697,98.37809093326243,0.0,317,0.65,5.583333333333333,2023-01-31,12.390321722946025,28.782238766285563,2022-08-18,2023-03-31
