session_id,pid,session_index,gmm_label,max_posterior,normalized_entropy,log_likelihood_row,posterior_cluster_0,posterior_cluster_1,posterior_cluster_2,posterior_cluster_3,posterior_cluster_4
p10_s0004,p10,4,3,0.9999191287020653,0.0005240381812642653,-4.514139231035509,8.080789102069119e-05,4.4556148870839865e-135,6.340537832338414e-08,0.9999191287020653,1.535280827035231e-12
p10_s0005,p10,5,2,0.9999856044724201,0.00011114948405153119,-4.085032856046996,1.1474936488089472e-06,5.591259987900981e-70,0.9999856044724201,1.3248033931516914e-05,5.647543697364644e-21
p10_s0006,p10,6,3,0.9925647080704812,0.027492472849588088,-5.2243047138732015,6.986673690881294e-05,3.9318510562554704e-103,0.007365425192608235,0.9925647080704812,1.4300852102101723e-15
p10_s0007,p10,7,3,0.973613374631354,0.07613596216805203,-5.472887192839664,8.76974918161596e-05,1.5003536407912634e-97,0.026298927876820484,0.973613374631354,9.803687928585757e-15
p10_s0008,p10,8,3,0.9999381233388304,0.00041680734459069874,-4.222518687430908,5.9724347040662564e-05,2.5998360266017203e-123,2.1523135396437724e-06,0.9999381233388304,5.895385290893922e-13
p10_s0009,p10,9,3,0.9375320536925162,0.14565474755650812,-5.569043182350316,9.593915157390357e-05,8.821389514624056e-93,0.06237200715588344,0.9375320536925162,2.652548200626462e-14
p10_s0010,p10,10,2,0.9992881470824757,0.003657451210427449,-3.982077914911027,2.3176882575154453e-06,5.601074419696103e-74,0.9992881470824757,0.0007095352292667235,3.095320725204579e-21
p10_s0011,p10,11,3,0.9925322665785119,0.027540893166682814,-4.876217519802978,5.2960654117374755e-05,1.379992094142585e-99,0.0074147727673708405,0.9925322665785119,2.6631099602886893e-16
p10_s0012,p10,12,2,0.9997912827243587,0.0012361329657363084,-4.162167204199517,2.1558545592881746e-06,3.031596184200381e-82,0.9997912827243587,0.00020656142108166126,2.2317783797991808e-23
p10_s0013,p10,13,3,0.9994007892684539,0.0032306021147798683,-6.493263110962227,4.286013191596472e-05,7.950694007284798e-56,0.0005563505996301376,0.9994007892684539,2.8229269395804743e-16
p10_s0014,p10,14,2,0.9998588491787737,0.0008763750854348652,-4.305979963794507,3.925312565972786e-06,1.151143379032389e-61,0.9998588491787737,0.00013722550864763027,1.3165524569058521e-14
p10_s0015,p10,15,3,0.9998823084903277,0.0007587170172588414,-5.532266021759867,0.00010586001136219311,3.799332611174816e-108,1.179974122019131e-05,0.9998823084903277,3.1757089902220455e-08
p100_s0001,p100,1,2,0.9469077722206277,0.13348870160424733,-13.481575745498137,0.0016083194289466544,5.622233872599497e-54,0.9469077722206277,1.203444476976519e-05,0.051471873905656176
p1000_s0001,p1000,1,4,0.9996518260555436,0.0019577803325303298,-7.929473386448575,3.5795989477179685e-06,1.145409715841585e-52,0.00034295110278418994,1.6432427242443461e-06,0.9996518260555436
p10000_s0001,p10000,1,4,0.9998836883480093,0.0007303909765887284,-4.808621389947001,9.284261741517949e-07,8.932226367573626e-90,1.0658829549056026e-08,0.0001153725669867618,0.9998836883480093
p10000_s0002,p10000,2,3,0.9998414159359436,0.0010138758793233886,-5.037356178436077,3.663226210559325e-05,1.031202044971421e-89,0.00012195180195043185,0.9998414159359436,1.0631882174462291e-21
p10001_s0001,p10001,1,4,0.999897165410957,0.0006532203818171631,-5.2450492218368625,7.061623080163949e-07,7.92336504851056e-112,9.899587997103445e-13,0.00010212842574517767,0.999897165410957
p10002_s0001,p10002,1,0,1.0,-6.725125107789222e-16,-12.314697543372391,1.0,8.72876543402608e-189,6.008505333714269e-51,2.4484096361462396e-38,8.065295394522398e-19
p10002_s0002,p10002,2,3,0.9999858484225563,0.00010697446239799179,-4.914834852143826,1.4151115885828993e-05,5.976833832131092e-128,4.615584023735896e-10,0.9999858484225563,3.436383895276432e-17
p10002_s0003,p10002,3,3,0.999764501733278,0.0014301445869041006,-3.8897542658595667,3.4982306128105516e-05,1.169961825377216e-101,0.00020051596059202112,0.999764501733278,1.802091838211646e-15
p10002_s0004,p10002,4,3,0.9999214077893239,0.0005367985452943311,-4.080498413120912,6.0367898742476755e-05,2.218639036501854e-112,1.8224309924716997e-05,0.9999214077893239,2.008988951707777e-12
p10002_s0005,p10002,5,3,0.9999864864158515,0.00010255834709143031,-4.242058241883475,1.350964664296189e-05,2.310646912341745e-117,3.93750569464209e-09,0.9999864864158515,6.897834568528987e-18
p10002_s0006,p10002,6,3,0.9992104510033418,0.004112055801725557,-4.161131568276174,5.071865585348184e-05,1.0230542016455857e-99,0.000738830340633194,0.9992104510033418,1.7176905041745443e-13
