session_id,pid,session_index,gmm_label,max_posterior,normalized_entropy,log_likelihood_row,posterior_cluster_0,posterior_cluster_1,posterior_cluster_2,posterior_cluster_3
p4345_s0004,p4345,4,0,0.9804865511606272,0.06964124747168718,-5.412338164008784,0.9804865511606272,0.019453995988430152,1.7326130817317966e-85,5.9452850943061565e-05
p4345_s0005,p4345,5,1,0.9999272496592913,0.0005525151901775481,-6.872777997924143,7.090655578924258e-11,0.9999272496592913,1.042336356543179e-155,7.275026980213523e-05
p4345_s0006,p4345,6,1,0.9999110831206324,0.0006662984214430335,-4.9614070938729755,9.757464823882821e-07,0.9999110831206324,6.650729001988328e-127,8.794113288549965e-05
p4345_s0007,p4345,7,1,0.999980776432236,0.00016660644100815894,-5.226429655913094,6.939691180062752e-07,0.999980776432236,3.78721586039824e-117,1.8529598645760362e-05
p4345_s0008,p4345,8,1,0.8196093054103106,0.3414313793253233,-5.757573499288827,0.180222892710496,0.8196093054103106,2.2152217295964787e-93,0.00016780187919292262
p4345_s0009,p4345,9,1,0.999777137321219,0.0015749168151602262,-8.04305393604907,0.00019372870994599777,0.999777137321219,1.343251226505027e-97,2.913396883434125e-05
p4345_s0010,p4345,10,3,1.0,-8.008566259537291e-16,-9.307327827902654,1.719160293730565e-55,5.191543188487136e-38,2.419094547245009e-150,1.0
p4345_s0011,p4345,11,3,1.0,-8.008566259537291e-16,-9.552378076258405,1.7559096481974617e-47,1.998050549280632e-33,3.6128206206203387e-138,1.0
p4345_s0012,p4345,12,3,1.0,-8.008566259537291e-16,-8.739750048709741,1.7928772486610759e-53,9.764674797671796e-34,2.4269390542603344e-189,1.0
p4345_s0013,p4345,13,1,0.999816581246837,0.001311551200404485,-5.682169689541938,1.703724565515187e-05,0.999816581246837,1.4856318036428084e-130,0.00016638150750756498
p4345_s0014,p4345,14,0,0.9996132799595898,0.0024754107394716297,-3.690360445363887,0.9996132799595898,0.00038584069704888934,5.230574323735158e-68,8.793433613060801e-07
p4345_s0015,p4345,15,1,0.9999662412022179,0.0002910626602022131,-4.876258932761853,1.2316030618283559e-05,0.9999662412022179,4.941092131171985e-109,2.1442767163952426e-05
p4345_s0016,p4345,16,0,0.9977360375290052,0.011597388534480946,-5.771053312186061,0.9977360375290052,0.0022603277039267063,5.02388714621234e-83,3.634767067746016e-06
p4345_s0017,p4345,17,1,0.619509128262611,0.4801342989926971,-7.046927953056629,0.3803437015089823,0.619509128262611,3.4198947982897584e-96,0.0001471702284066304
p4345_s0018,p4345,18,3,1.0,-8.008566259537291e-16,-14.613964432767757,7.96151171870435e-225,3.1694791673540325e-131,0.0,1.0
p4345_s0019,p4345,19,1,0.9996046187864486,0.002604122060238717,-8.738634854617606,0.00036104583253836436,0.9996046187864486,1.098933684323023e-99,3.433538101318272e-05
p4345_s0020,p4345,20,1,0.8350321929126328,0.3233039557634889,-7.486190350342141,0.16492721923678608,0.8350321929126328,1.0770330182887385e-74,4.0587850581356105e-05
p4345_s0021,p4345,21,1,0.6176341992115854,0.4809448938107621,-7.224231342665679,0.38219077904192655,0.6176341992115854,6.247204921276001e-99,0.00017502174648806201
p4345_s0022,p4345,22,0,0.9995671205710593,0.002735290691989992,-3.7976918437032,0.9995671205710593,0.00043197916272570425,4.88085035873032e-65,9.00266215072305e-07
p4345_s0023,p4345,23,1,0.9999813693475792,0.00016002330066937492,-5.146116784276382,4.3661790007336626e-08,0.9999813693475792,6.062017871575413e-124,1.8586990630667152e-05
p4345_s0024,p4345,24,0,0.9595866328924998,0.12212945062435634,-5.788092204221421,0.9595866328924998,0.040408172346681294,2.923890227552513e-69,5.1947608192166465e-06
p4345_s0025,p4345,25,0,0.7152475318199483,0.4311655391913492,-7.8073037829603535,0.7152475318199483,0.28471899699632525,1.3560582131689974e-64,3.347118372666706e-05
p4345_s0026,p4345,26,3,1.0,-8.008566259537291e-16,-13.678880937773366,1.892882031820902e-209,7.263863261499382e-124,5e-324,1.0
p4345_s0027,p4345,27,3,1.0,-8.008566259537291e-16,-12.32633799974281,5.437588304962537e-49,1.2565667484364775e-34,2.8321316647036715e-114,1.0
p4345_s0028,p4345,28,3,1.0,-8.008566259537291e-16,-11.77400736022985,6.841597437707704e-59,1.5575067027214343e-41,5.335175990061004e-121,1.0
p4345_s0029,p4345,29,2,0.9999999999352038,1.1569620187584137e-09,-8.691168015105148,7.599063830235593e-18,5.56682057417423e-12,0.9999999999352038,5.9229752345965e-11
p4345_s0030,p4345,30,2,0.999999999873201,2.1950552642230904e-09,-4.71795099803271,1.4733848986137749e-12,4.266055386019644e-12,0.999999999873201,1.2105990269070346e-10
p4346_s0001,p4346,1,1,0.9993744133338593,0.003935348976723394,-9.16959832677443,0.000557466115964276,0.9993744133338593,1.0238521533856689e-75,6.812055017560584e-05
p4347_s0001,p4347,1,1,0.9849397604035571,0.05661529759871782,-10.884709012452623,0.015007474772354765,0.9849397604035571,1.3534019441143156e-52,5.2764824087589955e-05
p4348_s0001,p4348,1,3,1.0,-8.008566259537291e-16,-12.820913748397071,6.689420603022339e-57,4.5666994756437214e-36,1.6355929524924374e-141,1.0
p4349_s0001,p4349,1,1,0.9995988194703554,0.002674294107257294,-8.940473877896878,0.0003415760888590854,0.9995988194703554,4.088897347635195e-79,5.96044407851718e-05
p4349_s0002,p4349,2,1,0.9485231124827845,0.14668302029200736,-5.295883007491729,0.05141099606235647,0.9485231124827845,8.316786256138846e-92,6.58914548591652e-05
p4349_s0003,p4349,3,1,0.9908671344048968,0.037630376053277105,-6.759852509545242,0.009105049197122251,0.9908671344048968,1.5885549328202023e-93,2.7816397981010746e-05
p4349_s0004,p4349,4,1,0.9995400684411525,0.0029314188869298207,-4.776370230613852,0.0004438664346568458,0.9995400684411525,1.9966401477317251e-106,1.6065124190206678e-05
p4349_s0005,p4349,5,1,0.5224958784424023,0.4995065192310014,-6.549818612293574,0.4774732822988418,0.5224958784424023,2.458296177303972e-65,3.083925875621712e-05
p4349_s0006,p4349,6,1,0.9998829356321984,0.0008729088806684689,-5.1095310622401575,0.00010742789100902994,0.9998829356321984,2.0460860834960888e-81,9.636476792622767e-06
p4349_s0007,p4349,7,1,0.9999593619954789,0.00032570307884152,-7.054128032667118,9.073687376654583e-12,0.9999593619954789,2.1481571638842318e-134,4.063799544757782e-05
p4349_s0008,p4349,8,1,0.9899529783917937,0.04076782629990124,-5.321957848519889,0.010000082141402087,0.9899529783917937,2.717961542182203e-100,4.693946680442182e-05
p435_s0001,p435,1,1,0.9999546214116328,0.0003600857024386614,-10.801202632125584,8.906437162069899e-16,0.9999546214116328,1.7606145663284085e-160,4.537858836592154e-05
p435_s0002,p435,2,1,0.9999648482749882,0.00029648614974421637,-4.946588957756857,5.5644760075762515e-06,0.9999648482749882,5.310136015433906e-110,2.9587249004264703e-05
p435_s0003,p435,3,1,0.9998340284000924,0.001161747365956808,-8.211311688839132,1.7533771887076764e-15,0.9998340284000924,1.0554550506965152e-179,0.00016597159990611857
p435_s0004,p435,4,1,0.9999866013852723,0.0001192378437019509,-4.398755535157726,3.340281421591829e-07,0.9999866013852723,1.4978906185138855e-106,1.3064586585483444e-05
p435_s0005,p435,5,1,0.999981934252128,0.00015579210183155616,-5.049070879175479,9.689051193323662e-08,0.999981934252128,2.4457873699334414e-113,1.7968857359983218e-05
p435_s0006,p435,6,1,0.9999690790526111,0.00025391877130557936,-6.340145715388552,1.289691467133319e-11,0.9999690790526111,1.1425622578026508e-131,3.0920934492354405e-05
p435_s0007,p435,7,0,0.9995045212663338,0.00308575469179849,-5.882380929643339,0.9995045212663338,0.000493694143226537,7.353344808850712e-53,1.7845904398405662e-06
p435_s0008,p435,8,3,1.0,-8.0077373954541e-16,-13.653954957212296,3.6580056484184233e-40,3.3268396720261946e-21,4.5469849714550994e-169,1.0
p435_s0009,p435,9,3,1.0,-8.008566259536203e-16,-9.97610287648298,8.747741792433404e-45,4.360267420499484e-30,5.675774281040745e-127,1.0
p435_s0010,p435,10,0,0.999182913481809,0.004829041736090494,-11.630452930219159,0.999182913481809,0.0008036725849737776,9.322361650659601e-41,1.3413933217484407e-05
p4351_s0001,p4351,1,1,0.9999919868399992,7.754732792990607e-05,-7.365959058686148,4.618523278667442e-06,0.9999919868399992,4.544177573499864e-77,3.394636722403669e-06
p4351_s0002,p4351,2,0,0.9996704556389455,0.002169336513586125,-10.94928208675402,0.9996704556389455,0.00032208602841491595,1.4309282937839008e-33,7.458332639349818e-06
p4352_s0001,p4352,1,1,0.999963854151455,0.00029282792654159367,-8.910811808390054,1.1317004917258395e-08,0.999963854151455,1.0311638551197912e-113,3.613453153971684e-05
p4352_s0002,p4352,2,1,0.9999728287702679,0.00022593214748290453,-5.617876217983861,5.192031257910432e-08,0.9999728287702679,4.356382613568591e-115,2.711930941949944e-05
p4352_s0003,p4352,3,0,0.9995302809955198,0.0029464527426995915,-4.2707679680163295,0.9995302809955198,0.0004672522459204713,1.6212995196859514e-57,2.4667585601204556e-06
p4352_s0004,p4352,4,1,0.8326605502688524,0.3259651472492902,-5.952056834991152,0.16731489869505758,0.8326605502688524,2.254774420874123e-79,2.4551036090201556e-05
p4352_s0005,p4352,5,1,0.9822559328975224,0.06457265159418574,-5.646406799214362,0.017685662414780895,0.9822559328975224,7.656503398782584e-85,5.840468769683639e-05
p4352_s0006,p4352,6,0,0.9997352965981575,0.0017676230169820875,-3.7171608045230577,0.9997352965981575,0.00026390311645384213,5.4279711334304745e-70,8.002853885807981e-07
p4352_s0007,p4352,7,2,0.9999999387710582,8.209975598957988e-07,-7.206103865097375,7.501173400282154e-09,2.601923020931578e-08,0.9999999387710582,2.770853831249187e-08
p4352_s0008,p4352,8,0,0.9996848223757449,0.0020645121433552896,-3.9664380392817495,0.9996848223757449,0.0003143383537330393,1.844524093840058e-64,8.39270522203946e-07
p4352_s0009,p4352,9,1,0.9285929717593564,0.1859130963712711,-5.456628416089793,0.07134956061436037,0.9285929717593564,1.0025075993667741e-87,5.746762628311372e-05
p4352_s0010,p4352,10,1,0.9997635844072255,0.001646724569074924,-4.78066027987824,0.00021475553720357396,0.9997635844072255,8.750245959613513e-94,2.1660055571364977e-05
p4352_s0011,p4352,11,0,0.9995382576304447,0.002948496078810667,-13.374535685627631,0.9995382576304447,0.0004426758050385194,5.700545722150334e-29,1.9066564517368852e-05
p4352_s0012,p4352,12,1,0.9999709455838386,0.00023989738241496743,-6.94376663403231,1.5878061279662615e-10,0.9999709455838386,4.154212829062428e-117,2.90542573805289e-05
p4352_s0013,p4352,13,0,0.9995790579693726,0.0026732528833890226,-6.8116380976942486,0.9995790579693726,0.0004188708561323185,1.5431753428578656e-48,2.0711744951190163e-06
p4352_s0014,p4352,14,0,0.9994524218867008,0.003366303169481835,-3.696829006113567,0.9994524218867008,0.0005466350020589639,5.645984957153812e-70,9.43111240086508e-07
p4352_s0015,p4352,15,1,0.999963566905125,0.000296635661402879,-5.1960905057656595,4.545651188651546e-07,0.999963566905125,1.231626516038523e-117,3.5978529755699445e-05
p4352_s0016,p4352,16,1,0.9999783987122282,0.00019367082673079201,-4.291819393476067,9.543960642550564e-06,0.9999783987122282,6.733389698619843e-94,1.205732712930538e-05
p4352_s0017,p4352,17,1,0.9999742889441664,0.0002145584331182633,-6.1763566133059165,5.912294867702119e-11,0.9999742889441664,6.966681246192507e-130,2.5710996710735196e-05
p4352_s0018,p4352,18,1,0.8352104677666584,0.32332628896744403,-5.753159764016085,0.16470852947928466,0.8352104677666584,2.489414958762403e-72,8.10027540568653e-05
p4352_s0019,p4352,19,1,0.9802190605827289,0.07023172989540201,-5.925705775253459,0.019758218379466706,0.9802190605827289,6.303476469503008e-84,2.2721037804806552e-05
p4352_s0020,p4352,20,1,0.9999338722719379,0.0005362612552984538,-4.854730366345382,4.569968510708966e-05,0.9999338722719379,1.7549414848733814e-98,2.042804295468212e-05
p4352_s0021,p4352,21,0,0.9996854607523004,0.0020650571961332185,-6.65572335412682,0.9996854607523004,0.0003126167464947468,1.902902025219151e-46,1.922501205148119e-06
p4352_s0022,p4352,22,1,0.9999693412388426,0.0002598650196535755,-6.46896269096262,3.5388828276987333e-06,0.9999693412388426,4.2275236191343014e-100,2.711987832952762e-05
p4353_s0001,p4353,1,1,0.9999847587940648,0.00013612340867683747,-8.031082415613316,1.2894936727553135e-06,0.9999847587940648,1.3816646901717799e-92,1.3951712263308677e-05
p4354_s0001,p4354,1,0,0.9420826253121353,0.1673106084538729,-16.042239176015748,0.9420826253121353,0.055273534446942524,5.8610948640138086e-30,0.0026438402409238466
p4354_s0002,p4354,2,1,0.9998411738645989,0.001116773623426611,-13.116555810418648,3.0130182981481318e-15,0.9998411738645989,6.944124311292285e-120,0.00015882613539863462
p4354_s0003,p4354,3,3,1.0,-8.0085662593284e-16,-9.108559792863346,6.136546563799379e-41,8.384265372500677e-28,4.0467552617205154e-138,1.0
p4354_s0004,p4354,4,1,0.9758723903281129,0.08246751063925897,-5.331302861554045,0.02403109062642686,0.9758723903281129,7.538957259404968e-94,9.651904546020334e-05
p4355_s0001,p4355,1,1,0.9981025036470988,0.010229211771288868,-9.852604935504656,0.001797029647786709,0.9981025036470988,2.670972929482076e-67,0.00010046670511466816
p4355_s0002,p4355,2,0,0.9997178980151519,0.001870610125784731,-3.66798951413115,0.9997178980151519,0.0002813062266590748,7.037380406788705e-66,7.957581889623769e-07
p4355_s0003,p4355,3,1,0.9957967016165147,0.019851401509248207,-4.788825924926949,0.0041407020873663,0.9957967016165147,2.2480676467701025e-99,6.259629611864468e-05
p4355_s0004,p4355,4,0,0.9995755931853983,0.0026892305439807245,-3.4740034953635335,0.9995755931853983,0.0004231954958514806,2.8744087523533118e-65,1.2113187503425249e-06
p4355_s0005,p4355,5,1,0.9999011967899005,0.0007555819610291051,-9.610931338984525,1.2470888306605297e-05,0.9999011967899005,8.973903353656179e-53,8.633232179327048e-05
p4355_s0006,p4355,6,0,0.9875591661687814,0.0483323717047356,-3.7471424018876323,0.9875591661687814,0.012433120564818025,8.973606594079475e-68,7.713266400543739e-06
p4355_s0007,p4355,7,1,0.5877948935585389,0.48898669779453374,-5.802515539679112,0.4121841227735526,0.5877948935585389,2.7564627832112833e-76,2.09836679083625e-05
p4355_s0008,p4355,8,0,0.999832929023685,0.0011745853868332385,-5.00128153459648,0.999832929023685,0.00016564082280341765,4.456912351879552e-46,1.430153511753525e-06
p4355_s0009,p4355,9,0,0.9999374480169602,0.00048494384356982765,-4.3101708985558576,0.9999374480169602,6.175887751929935e-05,2.6631086798415804e-58,7.931055201769443e-07
p4355_s0010,p4355,10,1,0.7666869948748755,0.39229139193932766,-5.454704558311928,0.23324975144567348,0.7666869948748755,5.176559685563702e-84,6.325367945055796e-05
p4355_s0011,p4355,11,0,0.9990920199974893,0.005249651013900607,-4.1284832522261805,0.9990920199974893,0.0009066144257498362,1.3032763296820353e-73,1.3655767612719153e-06
p4355_s0012,p4355,12,2,0.9999999997825118,3.729175822652231e-09,-4.149208449696852,6.310776157938663e-13,4.377259685576319e-11,0.9999999997825118,1.730843478746887e-10
p4355_s0013,p4355,13,1,0.9718229939897822,0.09285666637020387,-5.482146148048658,0.028124946156688497,0.9718229939897822,2.634509502765026e-91,5.2059853529197363e-05
p4355_s0014,p4355,14,0,0.9999803515466097,0.00017202358819653774,-6.114965719057531,0.9999803515466097,1.7904939103115438e-05,3.5079884505141706e-49,1.7435142867457683e-06
p4355_s0015,p4355,15,1,0.9999811738656429,0.00016165050946616077,-5.218948784025521,6.545272597130583e-08,0.9999811738656429,5.185432469173231e-110,1.8760681631194193e-05
p4355_s0016,p4355,16,0,0.9998382681778691,0.0011384463026723737,-3.7551533270551802,0.9998382681778691,0.00016100502759419942,2.0597680214296636e-64,7.267945368279469e-07
p4355_s0017,p4355,17,1,0.9977012733108045,0.011831485572114792,-6.559845549284014,0.002273224320854345,0.9977012733108045,8.677908470984014e-84,2.5502368340966537e-05
p4355_s0018,p4355,18,1,0.9999717746074243,0.0002477367393613861,-4.545263457766052,1.4675273392983935e-05,0.9999717746074243,1.1678688083302555e-87,1.3550119182761058e-05
p4355_s0019,p4355,19,0,0.9998064858761239,0.0013364892268944953,-3.729212310013309,0.9998064858761239,0.0001928032164297887,5.8924163030397684e-64,7.109074465118695e-07
p4355_s0020,p4355,20,0,0.9997529280602747,0.0016623467285085693,-3.7085667962219153,0.9997529280602747,0.0002462827931061207,8.364594861951895e-67,7.89146619194058e-07
p4355_s0021,p4355,21,1,0.9987742271087041,0.006965767375597789,-4.7202574169945475,0.0011742308157213837,0.9987742271087041,3.7822032006632296e-103,5.154207557443527e-05
p4355_s0022,p4355,22,1,0.9988384946542973,0.00673948460378022,-4.9454924062049885,0.0010649550972054332,0.9988384946542973,7.66171489336466e-105,9.655024849764651e-05
p4355_s0023,p4355,23,1,0.9989756767275378,0.005970987803027937,-4.7169029623155465,0.0009733627238440333,0.9989756767275378,2.2337362489697135e-104,5.096054861775814e-05
p4355_s0024,p4355,24,1,0.9999820963327951,0.00015529102179243702,-4.982130620833341,3.387302719755167e-07,0.9999820963327951,1.5786646172391953e-114,1.7564936932983024e-05
p4355_s0025,p4355,25,0,0.9996428605541599,0.002307613891209936,-4.102168169629891,0.9996428605541599,0.0003560835746453741,8.474526389482504e-71,1.0558711949834315e-06
p4355_s0026,p4355,26,1,0.9999808959850645,0.00016597598384141948,-5.164155204615149,8.287554838531247e-07,0.9999808959850645,2.3015943491164506e-115,1.8275259451623523e-05
p4355_s0027,p4355,27,0,0.9998625376645721,0.0009841803273928798,-4.070124045102801,0.9998625376645721,0.00013672817755018565,5.931368488833248e-59,7.341578779494391e-07
p4355_s0028,p4355,28,1,0.999784765089508,0.001491053279804882,-4.785852697301865,0.0002071601598684773,0.999784765089508,6.067949938425123e-82,8.07475062328174e-06
p4355_s0029,p4355,29,0,0.9998280747257193,0.001202450375742489,-3.7377317761926525,0.9998280747257193,0.0001711955694884127,1.7832010025406978e-65,7.297047921875909e-07
p4355_s0030,p4355,30,0,0.9996494212483132,0.002360902415573128,-9.670274361581782,0.9996494212483132,0.00030617732915667276,8.249087417359452e-23,4.440142253061919e-05
p4355_s0031,p4355,31,0,0.9978328082263159,0.011161480117781808,-4.015215665767118,0.9978328082263159,0.002165471410494358,2.1640120075291557e-76,1.720363189427805e-06
p4355_s0032,p4355,32,0,0.7442776867821532,0.4109497710099451,-7.315569288213524,0.7442776867821532,0.2555861554385611,3.3698162408716943e-94,0.00013615777928567335
p4355_s0033,p4355,33,1,0.9999763082463987,0.0002086972731186897,-5.4699748019648435,5.900608713826883e-06,0.9999763082463987,8.808553332655419e-98,1.7791144887602705e-05
p4355_s0034,p4355,34,0,0.9999794158134964,0.00017899859700317623,-5.852720029946468,0.9999794158134964,1.9058728443650726e-05,7.865278126629613e-50,1.5254580600576621e-06
p4355_s0035,p4355,35,0,0.9989933594080926,0.005744991182562222,-4.256755072899775,0.9989933594080926,0.0010051576948448286,2.3830083368229534e-74,1.4828970628238373e-06
p4355_s0036,p4355,36,1,0.9367143740335975,0.17051670715057854,-5.783569380730027,0.06322637426995323,0.9367143740335975,1.1695538612737579e-82,5.925169644912739e-05
p4355_s0037,p4355,37,1,0.7869924323827895,0.374047064679256,-5.587198258618622,0.21293836496332338,0.7869924323827895,1.3138361358227622e-88,6.920265388733583e-05
p4355_s0038,p4355,38,1,0.8956044430341564,0.24153140826095476,-5.809238083443193,0.1043746904745755,0.8956044430341564,2.3375772455514198e-82,2.0866491268280132e-05
p4355_s0039,p4355,39,1,0.9999779171262078,0.000197242148860777,-4.639088938239655,8.280657466204045e-06,0.9999779171262078,2.2034263733261892e-89,1.380221632616638e-05
p4355_s0040,p4355,40,0,0.9991613011225405,0.004896833689919755,-3.866779581568515,0.9991613011225405,0.0008375003158362107,2.528166036614213e-73,1.1985616232116052e-06
p4355_s0041,p4355,41,3,1.0,-8.008566259537291e-16,-11.524905797637047,2.009267985532853e-62,1.8958818119758643e-43,1.9333499133616448e-153,1.0
p4355_s0042,p4355,42,0,0.999707213532483,0.0019420377110347055,-8.457119729803804,0.999707213532483,0.00028964683958360317,3.01942443205179e-40,3.1396279328067596e-06
p4355_s0043,p4355,43,0,0.9999474231302597,0.0004146657305690969,-4.42086441089649,0.9999474231302597,5.1757908614752555e-05,4.984483605429977e-60,8.189611254839116e-07
p4355_s0044,p4355,44,0,0.999596366625867,0.00257092954050575,-3.7811655641474804,0.999596366625867,0.00040277861933074707,1.5485257286315955e-68,8.547548025044782e-07
p4355_s0045,p4355,45,0,0.9998352233966395,0.0011582493397454632,-4.122844898613207,0.9998352233966395,0.00016388251543522498,2.8313099620404936e-68,8.940879255380949e-07
p4355_s0046,p4355,46,0,0.9998990112805081,0.0007460004807094366,-3.837867075213438,0.9998990112805081,0.00010031520335427885,5.293633576632047e-63,6.735161375748714e-07
p4355_s0047,p4355,47,0,0.999702441822329,0.001965023170682394,-5.273775776156975,0.999702441822329,0.00029586434865730324,1.6620136505720853e-76,1.6938290138935102e-06
p4355_s0048,p4355,48,0,0.9998348947806361,0.0011596409531617145,-3.7420808389030316,0.9998348947806361,0.00016438686995295872,3.437658815731122e-67,7.18349411015828e-07
p4355_s0049,p4355,49,0,0.9999145107828107,0.0006421595509657613,-3.910147183564516,0.9999145107828107,8.481245316891635e-05,1.217833246228723e-62,6.7676402018877e-07
p4355_s0050,p4355,50,0,0.9701126044735872,0.09696785105638138,-5.563560234135504,0.9701126044735872,0.02987919408842631,2.28428214888513e-79,8.201437986805554e-06
p4355_s0051,p4355,51,1,0.8053670624950198,0.35569273237353155,-5.769405250780025,0.19461077978907984,0.8053670624950198,1.1180779253612968e-82,2.215771590033899e-05
p4355_s0052,p4355,52,0,0.9997655809583036,0.0015887647011034144,-4.652333092081968,0.9997655809583036,0.00023298551085836533,4.061599194169993e-50,1.4335308380089942e-06
p4355_s0053,p4355,53,1,0.7432609117883756,0.41133705474511817,-5.526496673515631,0.25667256958391094,0.7432609117883756,4.8915654340843695e-86,6.651862771374225e-05
p4355_s0054,p4355,54,1,0.9997902126652567,0.0014825141977795422,-4.594278952691207,0.0001885981697525046,0.9997902126652567,2.4112078221767854e-109,2.1189164990314664e-05
p4355_s0055,p4355,55,0,0.9181679336293501,0.20441458794543493,-6.936625364375333,0.9181679336293501,0.08181549301165533,1.2506166737472686e-47,1.657335899417086e-05
p4355_s0056,p4355,56,1,0.9228065188963817,0.19644855719063398,-5.449515584607343,0.07713554635316025,0.9228065188963817,1.308915529786576e-87,5.793475045847226e-05
p4356_s0001,p4356,1,1,0.9999868799011539,0.00011585408606999322,-8.797497149083247,1.8059119576014066e-12,0.9999868799011539,4.5559492516985136e-132,1.3120097040222147e-05
p4356_s0002,p4356,2,1,0.9999331402949977,0.0005400070465717379,-4.266304611307449,4.87691826366301e-05,0.9999331402949977,2.590832480739268e-90,1.8090522365793397e-05
p4356_s0003,p4356,3,1,0.637929924862976,0.47235914491739545,-5.601736278341713,0.3620487660291533,0.637929924862976,2.946438746637835e-78,2.130910787097881e-05
p4356_s0004,p4356,4,1,0.9999790076231243,0.00018860746767479134,-4.270468011263237,9.072300330124774e-06,0.9999790076231243,1.2313287616835728e-94,1.1920076545492983e-05
p4356_s0005,p4356,5,1,0.999863930189891,0.0010399551024133557,-4.65822026697022,6.953585516572105e-05,0.999863930189891,1.2556792175585204e-116,6.65339549429575e-05
p4356_s0006,p4356,6,1,0.9999843499677185,0.00013639096189261313,-5.7443625290058975,3.6869277620170707e-08,0.9999843499677185,3.7965866997165967e-109,1.5613163003701202e-05
p4356_s0007,p4356,7,0,0.9997019165444863,0.0019699301630947555,-4.309492176612121,0.9997019165444863,0.00029588544879948127,1.9792239852018195e-53,2.1980067143874887e-06
p4356_s0008,p4356,8,0,0.8774990475786298,0.26833433778463517,-6.449079242124668,0.8774990475786298,0.12249012856303715,1.3373835289959905e-72,1.0823858332820251e-05
p4356_s0009,p4356,9,1,0.9999775351983835,0.00018967651815268762,-5.350715371337238,2.9780602979095633e-09,0.9999775351983835,5.612635825917147e-119,2.2461823556036024e-05
p4357_s0001,p4357,1,1,0.999974067611733,0.00021624450771304425,-9.273335815734574,3.3629028799749223e-13,0.999974067611733,8.788677394546088e-144,2.5932387930567784e-05
p4357_s0002,p4357,2,0,0.8988630008707404,0.23636002723560645,-6.349070777020756,0.8988630008707404,0.10112825899658164,2.2565366079268037e-77,8.74013267789451e-06
p4357_s0003,p4357,3,2,0.9999999999311964,1.218685079573258e-09,-4.394914035630868,3.3222789769384053e-13,1.8653027425015978e-12,0.9999999999311964,6.660629026181715e-11
p4357_s0004,p4357,4,1,0.9999173550169534,0.0006204488909125974,-10.80619951509446,6.664779366419859e-08,0.9999173550169534,2.4803067157354465e-91,8.257833525299878e-05
p4357_s0005,p4357,5,0,0.9997873893600613,0.001453885084323818,-3.726637761043128,0.9997873893600613,0.00021184380229212284,1.3167776015911387e-66,7.668376468198114e-07
p4357_s0006,p4357,6,3,1.0,-8.008566259537291e-16,-7.986775369932448,9.286068834106687e-54,1.7303186227372235e-34,1.142391515708979e-170,1.0
p4357_s0007,p4357,7,1,0.9633646195717991,0.1136687495095099,-5.9199438334158545,0.03657006372395037,0.9633646195717991,1.018982119275496e-78,6.531670425065826e-05
p4357_s0008,p4357,8,1,0.9999820137946327,0.000155888233721221,-5.007977708760062,3.1973260694856323e-07,0.9999820137946327,1.1370649609565198e-115,1.766647276041008e-05
p4357_s0009,p4357,9,1,0.9999780267443306,0.00018614183469572017,-5.111470568694473,5.696970581892552e-08,0.9999780267443306,1.0258016253396204e-122,2.191628596390429e-05
p4357_s0010,p4357,10,1,0.9999702844991817,0.00024488458931353656,-5.440482452340764,1.6062420265159944e-09,0.9999702844991817,4.498006020151524e-137,2.9713894576199082e-05
p4357_s0011,p4357,11,3,1.0,-8.008566244495433e-16,-9.47746719214372,2.5576029572166746e-46,6.037399918882572e-26,5.754129991220735e-207,1.0
p4357_s0012,p4357,12,3,1.0,-8.008566259537291e-16,-8.436873766061293,7.428577283976623e-52,1.3943052370494124e-33,4.891204481119798e-155,1.0
p4358_s0001,p4358,1,1,0.9999917918107905,7.92767966330564e-05,-7.377378473520201,4.797338449350911e-06,0.9999917918107905,7.766136328732314e-77,3.4108507597475456e-06
p4358_s0002,p4358,2,0,0.9995741414210643,0.0027053984128295864,-4.547681580524027,0.9995741414210643,0.00042253285333159726,6.6486329682371125e-56,3.325725603900592e-06
p4358_s0003,p4358,3,1,0.9999693546570141,0.0002666390282302526,-6.31136062099376,1.8686208478963663e-05,0.9999693546570141,1.1018164762053629e-97,1.195913450747906e-05
p4358_s0004,p4358,4,1,0.999953128447902,0.000393787325561188,-4.682056325429098,2.7402037407725822e-05,0.999953128447902,4.538137935276032e-104,1.9469514690627177e-05
p4358_s0005,p4358,5,1,0.9986860279908036,0.0073191623374949145,-4.381549813512366,0.0012910329743140807,0.9986860279908036,4.782109267441785e-86,2.2939034882682997e-05
p4358_s0006,p4358,6,0,0.9999065884669052,0.0006959475789079853,-4.188820712478723,0.9999065884669052,9.259934248885878e-05,9.658220361251672e-64,8.121906059870594e-07
p4358_s0007,p4358,7,0,0.9353842487575924,0.1727988955549543,-5.972513400389728,0.9353842487575924,0.06460920886309948,1.0201746305186305e-74,6.542379308097095e-06
p4358_s0008,p4358,8,0,0.973354002900416,0.08866778942141366,-5.566750556449077,0.973354002900416,0.02664224561788932,1.1041997600443963e-70,3.7514816949203338e-06
p4358_s0009,p4358,9,3,1.0,-8.008566259537282e-16,-10.952150203485676,1.0313141503967958e-43,3.521102193341962e-32,1.047065693642321e-117,1.0
p4359_s0001,p4359,1,1,0.9999895945719818,9.780605732286894e-05,-7.556924945891147,2.554444040412567e-06,0.9999895945719818,2.152088779953352e-82,7.850983978039955e-06
