session_id,pid,session_index,gmm_label,max_posterior,normalized_entropy,log_likelihood_row,posterior_cluster_0,posterior_cluster_1,posterior_cluster_2,posterior_cluster_3
p256_s0064,p256,64,0,0.9994866638695001,0.0031881467946549536,-4.383659970435169,0.9994866638695001,0.0005103785198969762,5.475818471084847e-58,2.957610602774274e-06
p256_s0065,p256,65,0,0.9997912486541354,0.0014410781469621503,-5.073235804064983,0.9997912486541354,0.00020469721458776032,3.2465764536870754e-48,4.0541312766742825e-06
p256_s0066,p256,66,0,0.9995088195955196,0.003075650088614823,-4.9717555674068885,0.9995088195955196,0.0004855987011434232,4.509785174933861e-55,5.581703336728729e-06
p256_s0067,p256,67,2,0.9999999999644862,6.483293308234202e-10,-4.161331988345316,5.974542992277723e-15,2.3674867012271226e-12,0.9999999999644862,3.314071516395347e-11
p256_s0068,p256,68,2,0.9999999999396207,1.0772124722371311e-09,-3.959913254582559,1.912601849616886e-13,2.6643316758374157e-12,0.9999999999396207,5.752408738218963e-11
p256_s0069,p256,69,2,0.9999999998721494,2.2129171014609206e-09,-4.690868073541295,1.4975633563465197e-12,4.4631820926412365e-12,0.9999999998721494,1.218897473953223e-10
p2560_s0001,p2560,1,1,0.9999935805746627,5.999544351555721e-05,-7.84758564865476,8.454228796276276e-12,0.9999935805746627,5.285753776729544e-128,6.419416883045407e-06
p2560_s0002,p2560,2,3,1.0,-8.008566259532157e-16,-8.745235300820918,1.75456383399967e-44,2.060084146219563e-29,5.4391243557088227e-135,1.0
p2560_s0003,p2560,3,1,0.9988139310832442,0.006884207288987319,-10.499439158049947,0.0010755465718117025,0.9988139310832442,1.0090221406239283e-76,0.00011052234494382895
p2560_s0004,p2560,4,1,0.47718486427180723,0.8118187096666657,-18.045945794988782,0.30671860410883084,0.47718486427180723,0.19040089138612218,0.02569564023323908
p2560_s0005,p2560,5,0,0.9925732413063193,0.03162953983216164,-4.186347366763292,0.9925732413063193,0.007422260412564462,4.113599280736609e-69,4.49828111655484e-06
p2560_s0006,p2560,6,0,0.993925491923429,0.026943325454494023,-13.107953095294478,0.993925491923429,0.006023800583862266,1.6283359319608034e-47,5.070749270848662e-05
p2560_s0007,p2560,7,1,0.9999521856094102,0.0003776826477358429,-7.299610558963558,1.0592492984794013e-08,0.9999521856094102,6.824047221834997e-139,4.780379809699992e-05
p2560_s0008,p2560,8,0,0.9996115570160781,0.0024855258309227587,-3.8606964165338233,0.9996115570160781,0.0003874834765755354,2.7427173575079813e-69,9.595073466036754e-07
p2560_s0009,p2560,9,1,0.9999675935927462,0.0002812173318404955,-5.575420622474282,1.5835922800309135e-05,0.9999675935927462,3.335517402474287e-110,1.6570484453745067e-05
p2560_s0010,p2560,10,1,0.9999802165120045,0.0001691155621398074,-5.395370200670573,5.734670297881575e-08,0.9999802165120045,1.611081705582974e-129,1.972614129263069e-05
p2560_s0011,p2560,11,1,0.9999506470012685,0.0003886342173472784,-6.400873860146534,2.0908577835166477e-12,0.9999506470012685,5.085103336051565e-156,4.93529966411257e-05
p2560_s0012,p2560,12,1,0.999960680499195,0.0003357149017302552,-6.751030684941862,1.9001987102459243e-05,0.999960680499195,1.1242743652297734e-84,2.0317513702545825e-05
p2560_s0013,p2560,13,1,0.9999817153491901,0.00015961143483778594,-5.504569096833593,8.73370228722878e-07,0.9999817153491901,1.422366425992334e-93,1.7411280581703528e-05
p2560_s0014,p2560,14,1,0.9999448206174346,0.0004300727482628113,-6.276564524542564,3.947323681390525e-12,0.9999448206174346,5.7881534173860216e-157,5.517937861805118e-05
p2561_s0001,p2561,1,1,0.9996510352025807,0.002367927987356757,-8.872753787604756,0.00029169162578567166,0.9996510352025807,3.384295158563014e-80,5.727317163317212e-05
p2562_s0001,p2562,1,1,0.999994569533673,5.140921041745006e-05,-7.758730927684487,1.44519224570322e-10,0.999994569533673,4.616995032297829e-113,5.4303218075699265e-06
p2563_s0001,p2563,1,1,0.9999361800466416,0.0004955761217028405,-6.9406722792870434,1.3997883202519473e-06,0.9999361800466416,1.3093829705809581e-120,6.242016503766843e-05
p2563_s0002,p2563,2,1,0.9999495776892123,0.0004062242135839413,-4.692758255201032,3.926521659158197e-06,0.9999495776892123,3.3486824725235633e-124,4.6495789128721286e-05
p2563_s0003,p2563,3,1,0.9926331624605647,0.031483604826623116,-5.567351503783202,0.0073483623292789095,0.9926331624605647,9.94432610718458e-90,1.8475210156034863e-05
p2563_s0004,p2563,4,1,0.9920713512347779,0.03357090444101927,-5.2728401288654805,0.007881432863023478,0.9920713512347779,2.0699911646200944e-104,4.721590219839158e-05
p2563_s0005,p2563,5,1,0.9999252485335905,0.000585919011138676,-4.851021300045177,8.890146706588195e-06,0.9999252485335905,1.2906024890674026e-128,6.586131970281919e-05
p2563_s0006,p2563,6,0,0.985032518632989,0.056117713815296524,-5.0598301598224324,0.985032518632989,0.014961946460823857,1.1077004797445383e-89,5.534906187092047e-06
p2563_s0007,p2563,7,1,0.9999395339456462,0.00047404997108565903,-7.610508791320463,2.1775817320341e-06,0.9999395339456462,9.262175940766096e-102,5.828847262171274e-05
p2563_s0008,p2563,8,1,0.9963499565385613,0.017604272803380425,-6.7083965725447925,0.003597834662528258,0.9963499565385613,1.4276669672622284e-88,5.220879891068013e-05
p2563_s0009,p2563,9,1,0.9995719126868301,0.002882205439776217,-11.856906459599463,0.0003149023290179867,0.9995719126868301,1.5438581825764583e-77,0.00011318498415215053
p2563_s0010,p2563,10,1,0.9624636432011475,0.11574169540285184,-5.749163231376731,0.037480702814372574,0.9624636432011475,9.897721336906485e-86,5.56539844795649e-05
p2563_s0011,p2563,11,1,0.9987408744887197,0.007107745427682378,-6.180262498112353,0.0012161190993129132,0.9987408744887197,6.834762402233636e-100,4.300641196789545e-05
p2564_s0001,p2564,1,2,0.9999999937359458,9.035671200405118e-08,-13.149541367567863,2.2294172038540275e-12,1.369180383847035e-10,0.9999999937359458,6.1249062110896905e-09
p2564_s0002,p2564,2,0,0.8464337926756834,0.3094697898262659,-5.860944503383249,0.8464337926756834,0.1535493285263018,1.2143768998994525e-55,1.6878798014971632e-05
p2564_s0003,p2564,3,1,0.9999571979550679,0.00036196562727128207,-6.186282644213756,1.631390422521035e-05,0.9999571979550679,9.017391194550454e-95,2.6488140706855e-05
p2565_s0001,p2565,1,0,0.771655053671068,0.3911898354442204,-13.10582728267513,0.771655053671068,0.22759532837974253,2.3920553541791683e-51,0.0007496179491890667
p2565_s0002,p2565,2,3,1.0,-8.00856625075997e-16,-9.238266251321676,1.0963937075575814e-45,3.522982411277407e-26,7.962999165819677e-188,1.0
p2565_s0003,p2565,3,1,0.9999795198743002,0.00017448122340360325,-5.700145071695333,4.134247311562376e-08,0.9999795198743002,2.2915084879005211e-122,2.043878322673535e-05
p2565_s0004,p2565,4,1,0.9999232149473918,0.0005801669215206304,-7.175368238004512,1.4180329887801931e-13,0.9999232149473918,1.2324628302537995e-167,7.678505246626533e-05
p2566_s0001,p2566,1,1,0.9999723137977888,0.00022956220295181846,-9.406656192283915,2.378701394371607e-13,0.9999723137977888,2.5182643138936044e-144,2.7686201972579536e-05
p2566_s0002,p2566,2,0,0.9660913445670999,0.10689432615370158,-4.495457848159742,0.9660913445670999,0.03389631155669406,3.472634289601109e-76,1.2343876206561009e-05
p2566_s0003,p2566,3,1,0.9999608247216358,0.00031501573322426064,-7.486681217463426,1.731874923362297e-11,0.9999608247216358,1.5023573996494674e-125,3.917526104585811e-05
p2566_s0004,p2566,4,1,0.999977930235867,0.00018969212827676062,-6.056139530757846,1.0703224282182209e-06,0.999977930235867,1.607158475472968e-96,2.099944170524208e-05
p2566_s0005,p2566,5,1,0.9988391357828452,0.006656287108882977,-4.728291725485105,0.001105806249924443,0.9988391357828452,1.2385113575734598e-106,5.505796723055052e-05
p2566_s0006,p2566,6,1,0.9998658937905568,0.0009593243866567064,-12.812455454931882,4.27435258976312e-16,0.9998658937905568,4.947368946960063e-143,0.00013410620944250955
p2566_s0007,p2566,7,1,0.8914875949159383,0.24807938318945597,-5.414194943930916,0.10845143921558356,0.8914875949159383,8.755724467288529e-89,6.0965868478413734e-05
p2566_s0008,p2566,8,3,1.0,-8.00856625913967e-16,-10.066708466992043,1.9472417713361548e-45,1.5959411434071042e-27,9.86718912587611e-190,1.0
p2566_s0009,p2566,9,1,0.9999753290021072,0.00020662769681362907,-5.367744435278254,1.8831868135676875e-09,0.9999753290021072,1.6748414957337572e-136,2.4669114706115392e-05
p2567_s0001,p2567,1,1,0.9985744821944602,0.008008554065924418,-9.659041360523142,0.0013354215358348561,0.9985744821944602,1.7673373946426824e-69,9.009626970569784e-05
p2568_s0001,p2568,1,1,0.999544624157126,0.0029864084137182076,-9.003671349539399,0.0003935218784129767,0.999544624157126,3.866399892640378e-78,6.185396446065433e-05
p2568_s0002,p2568,2,1,0.999918810739892,0.0006483149982531187,-4.279726889431282,5.227056184730025e-05,0.999918810739892,7.635360257218424e-108,2.89186982602984e-05
p2569_s0001,p2569,1,1,0.9989079064725455,0.006369534498119136,-9.490360196834388,0.0010102140374306427,0.9989079064725455,1.6899236508160577e-71,8.187949002357985e-05
p2569_s0002,p2569,2,1,0.9999835335044027,0.00014278855926809866,-5.8099598237001215,1.4375197635456437e-08,0.9999835335044027,2.0703139116405884e-112,1.6452120399439158e-05
p2569_s0003,p2569,3,0,0.9627117094634092,0.11519325520361486,-10.22022622543238,0.9627117094634092,0.03722554583160055,9.68025815883042e-48,6.274470498997933e-05
p257_s0001,p257,1,1,0.9998557235764299,0.001024468490077396,-12.238380354328884,1.319603012461632e-16,0.9998557235764299,9.83903141183585e-171,0.00014427642357001442
p257_s0002,p257,2,1,0.9999577351255534,0.0003375452162549446,-7.229897179978513,4.363228391409497e-12,0.9999577351255534,4.367471355117585e-133,4.226487008366065e-05
p257_s0003,p257,3,1,0.9998157713829695,0.0012756705491895816,-8.158498384535251,4.121132924113627e-14,0.9998157713829695,8.081101325227968e-180,0.00018422861698916168
p2570_s0001,p2570,1,1,0.9999914827216231,8.047977361817715e-05,-7.352044828776061,1.2922741301791757e-06,0.9999914827216231,1.7102352024146056e-86,7.225004247028406e-06
p2570_s0002,p2570,2,1,0.9999095107273526,0.000677775703800384,-11.059140906860506,1.2587051627446798e-06,0.9999095107273526,1.461364143022974e-91,8.923056748558147e-05
p2570_s0003,p2570,3,1,0.9999778708207492,0.00018708718716371552,-5.7435454639809,3.5832476602567407e-09,0.9999778708207492,3.411340509555823e-126,2.2125596003455338e-05
p2570_s0004,p2570,4,0,0.9999297620978376,0.0005381979319476426,-4.145247296044064,0.9999297620978376,6.949101763462735e-05,8.275252614493188e-62,7.468845279398231e-07
p2570_s0005,p2570,5,0,0.9999356490431812,0.0004973863241426522,-4.4310915763004575,0.9999356490431812,6.359441201632508e-05,5.619687012945632e-54,7.565448026474849e-07
p2570_s0006,p2570,6,1,0.9999094358294678,0.0006991992332036653,-4.691784622427652,1.2113115228682332e-05,0.9999094358294678,5.965231094113421e-120,7.845105530364006e-05
p2570_s0007,p2570,7,1,0.9999550513900277,0.00037832366828137416,-5.4118435852120355,2.8381039005780154e-05,0.9999550513900277,1.7836365551007563e-103,1.6567570966470158e-05
p2570_s0008,p2570,8,1,0.9999756074468544,0.00020448417708801255,-5.762692697390884,3.2947081746284684e-10,0.9999756074468544,1.008042756026641e-136,2.439222367427059e-05
p2570_s0009,p2570,9,3,1.0,-8.008566259445497e-16,-8.772833222200893,2.6328982737113584e-46,3.6843420186498726e-28,3.8504193092296395e-183,1.0
p2570_s0010,p2570,10,1,0.9999558575551633,0.00037114237234173967,-5.007331638258094,1.4172434444842115e-05,0.9999558575551633,7.627779684523334e-103,2.9970010391823164e-05
p2570_s0011,p2570,11,3,1.0,-8.008566259537291e-16,-9.897124000002071,8.855847394547603e-57,6.125070365869444e-39,3.40597907712322e-130,1.0
p2570_s0012,p2570,12,1,0.9997430458788654,0.0017223970259550377,-7.142100441924202,1.0254776158873252e-06,0.9997430458788654,7.91177246068376e-111,0.0002559286435186441
p2570_s0013,p2570,13,1,0.9999793835471196,0.00018020948718220885,-5.20212679215622,2.0915675382845465e-06,0.9999793835471196,1.9818755686905953e-111,1.8524885342346528e-05
p2570_s0014,p2570,14,1,0.999983658792214,0.00014224883082117993,-4.659426222043757,1.279164382271081e-07,0.999983658792214,3.386578718550056e-105,1.621329134784656e-05
p2570_s0015,p2570,15,1,0.9969676607866782,0.015089316918795658,-4.8168078637775995,0.0029689967326848483,0.9969676607866782,1.0481318411248308e-102,6.334248063697398e-05
p2570_s0016,p2570,16,2,0.999999999910826,1.5694867091999236e-09,-4.004249569670015,4.994773610597709e-13,5.270027571492109e-12,0.999999999910826,8.3404530322321e-11
p2571_s0001,p2571,1,3,1.0,-8.0085662594878e-16,-12.555957319666854,1.6316240029896417e-51,1.986409431441288e-28,1.658595888125653e-201,1.0
p2571_s0002,p2571,2,1,0.9999703103772996,0.00024467759501142436,-7.002306005686321,1.2311965482640298e-11,0.9999703103772996,9.890852887841515e-140,2.9689610388534476e-05
p2571_s0003,p2571,3,1,0.9999622562213185,0.0003045182241493273,-6.28558223580817,9.189667940231648e-12,0.9999622562213185,5.0367616484634596e-142,3.774376949225906e-05
p2571_s0004,p2571,4,3,1.0,-8.008566259537291e-16,-14.403653120824616,1.943369884111573e-196,2.0975804084724195e-111,0.0,1.0
p2571_s0005,p2571,5,2,0.9999999994055804,9.772057561037068e-09,-4.707484651315371,1.7195827046141977e-11,8.841765148268288e-11,0.9999999994055804,4.888058105101858e-10
p2571_s0006,p2571,6,0,0.9779118020698476,0.0767040472998794,-11.475517100045407,0.9779118020698476,0.02205079880712601,5.669479377055961e-62,3.73991230273201e-05
p2572_s0001,p2572,1,1,0.9999916199419238,7.67241413812272e-05,-7.453941339994616,2.430501785926511e-09,0.9999916199419238,1.5664931042697547e-111,8.377627574351962e-06
p2572_s0002,p2572,2,1,0.9999842275743636,0.00013849953787888956,-4.648730374983291,3.9030683298408976e-07,0.9999842275743636,4.7245435061775793e-94,1.5382118803802678e-05
p2572_s0003,p2572,3,0,0.8615759811634316,0.29023235311835605,-5.307147978793593,0.8615759811634316,0.13839730413490253,1.3540948386935107e-80,2.6714701665573546e-05
p2572_s0004,p2572,4,1,0.9999671031996882,0.000280315821308905,-4.613816362252072,6.350089252284915e-06,0.9999671031996882,2.122482392814468e-111,2.6546711059881246e-05
p2572_s0005,p2572,5,1,0.9999105642851027,0.0006863948932787768,-4.9145930055418106,8.07986028874994e-05,0.9999105642851027,9.498757163565315e-85,8.637112009462844e-06
p2572_s0006,p2572,6,1,0.9999866309935489,0.0001178882770944381,-5.08247807216109,2.5402728193149887e-09,0.9999866309935489,9.89732480003443e-114,1.336646617821964e-05
p2572_s0007,p2572,7,1,0.9998315339308402,0.0012232701303256043,-4.693525114485934,0.00014734421276793537,0.9998315339308402,1.2261951014722133e-94,2.1121856392207264e-05
p2572_s0008,p2572,8,1,0.9999696372892506,0.00024973357029569785,-6.318352366573025,6.5101979090245064e-12,0.9999696372892506,1.814062487127693e-136,3.036270423957862e-05
p2572_s0009,p2572,9,2,0.999999999965687,6.274812229452326e-10,-4.56091477497393,2.0567219168486033e-15,2.4211189646336267e-12,0.999999999965687,3.1889871583213425e-11
p2572_s0010,p2572,10,2,0.9999999999616431,6.976264666713456e-10,-6.7630066695471625,4.6757945658934024e-17,2.3392086193191292e-12,0.9999999999616431,3.6017496129011306e-11
p2572_s0011,p2572,11,2,0.999999999949722,9.040178434729183e-10,-8.508218753385407,5.565913696140693e-18,2.757963942873413e-12,0.999999999949722,4.7520350137611146e-11
p2573_s0001,p2573,1,1,0.9999769880070521,0.00019387637078846292,-7.452706672686959,1.1565428635204427e-10,0.9999769880070521,5.957232304825062e-139,2.3011877293252496e-05
p2573_s0002,p2573,2,1,0.9955973361785915,0.020562549815438834,-6.717213544878342,0.004363073657995663,0.9955973361785915,2.0504974758426277e-68,3.959016341295534e-05
p2574_s0001,p2574,1,1,0.9999923787884518,7.207896016226663e-05,-7.218428265591702,7.672302207155277e-07,0.9999923787884518,1.3694509118062335e-89,6.853981327029695e-06
p2574_s0002,p2574,2,0,0.99994006309625,0.0004665159701149134,-4.460983784137959,0.99994006309625,5.917711907779927e-05,1.1982094249472313e-53,7.597846724748197e-07
p2575_s0001,p2575,1,1,0.9999865241450062,0.00011873543011962142,-8.821216007693772,1.250909751748199e-12,0.9999865241450062,5.539480204443084e-134,1.3475853742074925e-05
p2575_s0002,p2575,2,0,0.9182906386716602,0.20447347980891886,-5.46709617703156,0.9182906386716602,0.08164336808630179,6.69162112726287e-65,6.599324203783504e-05
p2575_s0003,p2575,3,0,0.9876355127894612,0.04808714746739883,-4.469894418443637,0.9876355127894612,0.012357542175076012,6.218828217714792e-80,6.945035462726577e-06
p2575_s0004,p2575,4,1,0.9999812470135,0.00016103226864622744,-5.179512549258067,5.486090302153298e-08,0.9999812470135,4.032761141260279e-125,1.869812559672256e-05
p2575_s0005,p2575,5,1,0.9999811176889338,0.0001636604164101805,-5.17008401939654,5.857994930058028e-07,0.9999811176889338,5.065158606815622e-117,1.829651157327581e-05
p2575_s0006,p2575,6,1,0.9999634245394,0.0003141170035285004,-5.626676810892203,1.981746465504014e-05,0.9999634245394,8.312295559399095e-110,1.6757995944793842e-05
p2576_s0001,p2576,1,2,0.9999999940647992,8.58148920296305e-08,-13.184874649046048,1.871868893633904e-12,1.1971955592381362e-10,0.9999999940647992,5.8136099761038e-09
p2576_s0002,p2576,2,2,0.9999999998677138,2.2866142419053275e-09,-4.724516860395613,1.6159297539381397e-12,4.60108234730018e-12,0.9999999998677138,1.2606959603630486e-10
p2577_s0001,p2577,1,1,0.9999337641746745,0.0005093348451820501,-9.046107792706962,4.140659923579619e-07,0.9999337641746745,4.1965319430013933e-103,6.582175933220259e-05
p2577_s0002,p2577,2,1,0.9999797914701214,0.0001722616893169171,-5.547264256798511,1.9499363056494637e-08,0.9999797914701214,2.059583409714128e-118,2.018903051517888e-05
p2577_s0003,p2577,3,1,0.9999802896204256,0.00016833660840706154,-5.2203146237310065,1.2489117112014907e-08,0.9999802896204256,2.409241706233727e-121,1.9697890457560197e-05
p2577_s0004,p2577,4,1,0.9999447237529496,0.0004552591923932563,-5.364235950454297,3.8454494485122304e-05,0.9999447237529496,1.3588761782198932e-99,1.6821752565596548e-05
p2578_s0001,p2578,1,1,0.9999853440245379,0.0001309379801922513,-7.984074826769788,1.0315976881204378e-06,0.9999853440245379,5.873961789619242e-94,1.3624377774370619e-05
p2579_s0001,p2579,1,1,0.9999563391231386,0.00034767075289040167,-10.75094444306293,1.2250593896134889e-15,0.9999563391231386,6.932406730038571e-159,4.366087685994223e-05
p2579_s0002,p2579,2,2,0.9999999998915472,1.89219563806938e-09,-4.282492314776243,9.464519103919593e-13,5.203095063723145e-12,0.9999999998915472,1.0230381364626434e-10
p2579_s0003,p2579,3,1,0.8238931456665508,0.3363227135939441,-5.833140570484302,0.17601265852955741,0.8238931456665508,2.5171512418502197e-74,9.419580389167971e-05
p2579_s0004,p2579,4,1,0.9265875642281625,0.18940070792032251,-5.6708158790951915,0.073392040450187,0.9265875642281625,1.9186297540137815e-84,2.0395321650855602e-05
p2579_s0005,p2579,5,3,1.0,-8.008474200032802e-16,-8.619316415478114,2.5721616663958025e-36,3.6950230044264812e-22,3.2604906117175474e-151,1.0
p2579_s0006,p2579,6,1,0.9999491076028298,0.00039962873650947983,-6.788295983002007,3.0563537085824687e-12,0.9999491076028298,2.438047433783887e-137,5.089239411419714e-05
p2579_s0007,p2579,7,1,0.9997642704860488,0.0016279683254886144,-5.964220636101867,0.00022207986063511932,0.9997642704860488,6.139793153956431e-84,1.3649653315764556e-05
p2579_s0008,p2579,8,1,0.9999865661939812,0.00011883937880972091,-4.4468914527331815,1.0536134350570486e-07,0.9999865661939812,6.054711316960897e-112,1.3328444675755358e-05
p258_s0001,p258,1,1,0.9999857911887073,0.00012465063750241272,-8.87420504168088,6.42936886765961e-13,0.9999857911887073,1.9407784905295064e-137,1.4208810650189332e-05
p258_s0002,p258,2,0,0.9672214621703784,0.10421943368665845,-7.273196091513745,0.9672214621703784,0.032753179011370336,6.249629373360984e-55,2.5358818251614255e-05
p2580_s0001,p2580,1,1,0.9999868773229932,0.00011730452730528727,-7.840563233861232,4.5654871100822753e-07,0.9999868773229932,6.5155044317604204e-99,1.2666128296148496e-05
p2581_s0001,p2581,1,1,0.9999161585009054,0.0006281661881149389,-10.163495844774841,6.660424024771118e-12,0.9999161585009054,5.09479222403916e-144,8.384149243507474e-05
p2581_s0002,p2581,2,1,0.9999684670505911,0.00027360313377055553,-4.253507434139537,1.9551280984467823e-05,0.9999684670505911,1.1144311737702494e-91,1.1981668424378455e-05
p2582_s0001,p2582,1,1,0.9999307246641129,0.0005310822608876467,-9.11654743564393,6.07935827449773e-07,0.9999307246641129,1.0185190753031146e-100,6.866740006005732e-05
p2582_s0002,p2582,2,1,0.9999699222111076,0.0002621832131596735,-5.437799689734213,1.1985710737692598e-05,0.9999699222111076,4.623474632976388e-100,1.8092078154739674e-05
p2582_s0003,p2582,3,0,0.9986257710132251,0.0075382473694401275,-3.5648915564527326,0.9986257710132251,0.0013712961782525134,2.172470490251435e-63,2.932808522514711e-06
p2582_s0004,p2582,4,0,0.6712119398329742,0.45702104613238514,-6.701583858320033,0.6712119398329742,0.3287644731344009,4.356590094876333e-71,2.358703262462714e-05
p2582_s0005,p2582,5,1,0.9970032291882717,0.01496966621821356,-4.922552360088738,0.0029224385136129676,0.9970032291882717,1.5337086030983035e-101,7.433229811560163e-05
p2582_s0006,p2582,6,0,0.9998808184232246,0.0008660559292152285,-3.994507575943113,0.9998808184232246,0.00011841257435582615,2.2062198627101476e-62,7.690024191574708e-07
p2582_s0007,p2582,7,0,0.9998991427424818,0.0007457870900131907,-4.301280928124403,0.9998991427424818,9.999605905332443e-05,3.8710115918456416e-62,8.611984647522041e-07
p2582_s0008,p2582,8,1,0.6269407932772644,0.476980413444342,-5.713452829937567,0.3729891129923638,0.6269407932772644,1.4908641237538673e-85,7.009373037184708e-05
p2582_s0009,p2582,9,0,0.9218762925206825,0.1978236557813196,-6.355814473105442,0.9218762925206825,0.07811596817876958,4.9656609000490856e-73,7.739300547574119e-06
p2582_s0010,p2582,10,1,0.9999820714929485,0.00015603673358158024,-4.9307637530929345,5.453482135519032e-07,0.9999820714929485,9.972669469302247e-111,1.738315883829283e-05
p2582_s0011,p2582,11,1,0.9999734168517976,0.00022120286028150187,-6.773020159197883,8.667325441037566e-10,0.9999734168517976,2.660933411065889e-107,2.658228146994018e-05
p2582_s0012,p2582,12,1,0.9975434950411178,0.012635500871956314,-5.401283881304884,0.0023910490205381403,0.9975434950411178,1.350528074200343e-87,6.545593834389331e-05
p2582_s0013,p2582,13,0,0.9999650706389377,0.000286511044502486,-4.587412987422653,0.9999650706389377,3.4130303702911676e-05,3.724336593396151e-52,7.990573591477777e-07
p2582_s0014,p2582,14,0,0.9980175365737853,0.010339546579966963,-4.42710295231221,0.9980175365737853,0.0019805114058676445,9.353059795885435e-77,1.952020347272782e-06
p2582_s0015,p2582,15,1,0.9999794787592609,0.00017494233541504335,-4.900963320079928,7.455453069697373e-08,0.9999794787592609,8.762557012513364e-117,2.044668620843107e-05
p2582_s0016,p2582,16,0,0.5112731068970322,0.5002702725967583,-5.656989717649058,0.5112731068970322,0.4886637128526629,3.265469117585987e-82,6.31802503049569e-05
p2582_s0017,p2582,17,1,0.9996992719083365,0.0020712959936362444,-5.985200409079841,0.00025271616211370364,0.9996992719083365,5.103920628995029e-94,4.801192955015721e-05
p2582_s0018,p2582,18,1,0.9996395644758223,0.0023212780158596022,-13.998561397550706,2.7528091444352876e-12,0.9996395644758223,6.704380689725657e-88,0.0003604355214255291
p2582_s0019,p2582,19,3,1.0,-8.008566259537291e-16,-16.290371004798814,1.3781167735347084e-192,1.2901461962167756e-114,4.959859527494514e-289,1.0
p2582_s0020,p2582,20,2,0.9999999999032507,1.690851002090408e-09,-4.707720591829592,7.91249967200137e-13,2.5429419119301892e-12,0.9999999999032507,9.341544327289345e-11
p2583_s0001,p2583,1,1,0.9999301387841936,0.000535274672281791,-9.129838611621066,6.500661350211122e-07,0.9999301387841936,2.667768487829585e-100,6.921114967144791e-05
p2584_s0001,p2584,1,1,0.9999539193267305,0.00036514649168053125,-10.821452156699074,7.862350545129493e-16,0.9999539193267305,4.1941543623651895e-161,4.608067326836604e-05
p2584_s0002,p2584,2,1,0.9994841935799603,0.0031885103984611246,-16.282184732454937,4.36346041139466e-14,0.9994841935799603,7.660042021828312e-105,0.0005158064199954755
p2584_s0003,p2584,3,1,0.9999806321973351,0.00016715155941108236,-4.470790931316633,4.6033953249418655e-07,0.9999806321973351,1.517450195803318e-106,1.8907463132699194e-05
p2584_s0004,p2584,4,0,0.9998124682631391,0.0012998365152653024,-3.844883424092346,0.9998124682631391,0.000186738590001709,1.2188163964110554e-65,7.93146859259665e-07
p2584_s0005,p2584,5,1,0.9999591881870009,0.0003269825452430451,-6.904884233081659,1.508082844699904e-09,0.9999591881870009,1.2436111483542071e-143,4.081030491661218e-05
p2584_s0006,p2584,6,1,0.9999701569323111,0.0002458408642638076,-5.445411610475526,1.2258796436267632e-09,0.9999701569323111,7.53631830919707e-138,2.984184180932415e-05
p2585_s0001,p2585,1,0,0.9246774622575767,0.19816117698099597,-14.948583822957515,0.9246774622575767,0.07378229211645393,1.736408494811992e-35,0.0015402456259687035
p2585_s0002,p2585,2,0,0.9997238917216675,0.0018467309643957245,-9.276072381540958,0.9997238917216675,0.00027198833146631666,3.3609294862144155e-37,4.119946866358391e-06
p2585_s0003,p2585,3,3,1.0,-7.979902920553155e-16,-14.308768328418498,1.3808324129177643e-32,1.1504738066461653e-19,1.4625896211563213e-128,1.0
p2585_s0004,p2585,4,0,0.9997510773882773,0.0016764893138747853,-5.807873744495721,0.9997510773882773,0.0002473435685198124,5.080908630018315e-47,1.5790432030682069e-06
p2585_s0005,p2585,5,1,0.9999761169163948,0.00020057998092470083,-5.66206752690957,7.184447614565636e-10,0.9999761169163948,9.481505278330297e-120,2.3882365160336006e-05
p2585_s0006,p2585,6,0,0.9996551632547376,0.0022372232240841106,-3.4464684606559555,0.9996551632547376,0.00034372597745174863,7.991459228406018e-63,1.1107678108650533e-06
p2585_s0007,p2585,7,0,0.9920140487866471,0.03359534340029417,-5.508632001669356,0.9920140487866471,0.00798034109905615,1.6106098556374033e-65,5.610114296503933e-06
p2585_s0008,p2585,8,2,0.999999999957462,7.704683060473058e-10,-3.822727685026327,3.358981157044826e-14,2.480773557931513e-12,0.999999999957462,4.002361426725276e-11
p2585_s0009,p2585,9,0,0.9998531867886529,0.0010446452530424976,-4.244339968181585,0.9998531867886529,0.0001458981764598525,3.32805741436354e-66,9.150348869112632e-07
p2585_s0010,p2585,10,1,0.9999791376539674,0.0001847397700331431,-5.298857898525695,4.141355127309165e-06,0.9999791376539674,7.819766989376376e-106,1.6720990905624717e-05
p2585_s0011,p2585,11,0,0.9998694402224338,0.0009395579587226104,-3.788951529561877,0.9998694402224338,0.0001298770091427285,5.267304572933819e-61,6.827684234121375e-07
p2585_s0012,p2585,12,0,0.9998492939977806,0.001069158764995155,-4.078947659995002,0.9998492939977806,0.00014985881235312466,2.0266484827764263e-65,8.471898664657547e-07
p2585_s0013,p2585,13,2,0.9999999999560658,7.940376080723581e-10,-3.8254558671680177,5.122488030548516e-14,2.183718796294563e-12,0.9999999999560658,4.169945551439174e-11
p2585_s0014,p2585,14,0,0.9999035348481865,0.0007159028215307008,-3.867260003479172,0.9999035348481865,9.578593011178739e-05,5.1990505717083334e-61,6.792217021139972e-07
